model,coupling,field,temperature,seed,initial_up_count,initial_up_fraction,t,m,runtime_seconds
model_5,0.55,0.0,0.6,7,2,0.3333333333333333,8,-9.488610534809835e-06,0.00031430041417479515
model_5,0.55,0.0,0.6,7,2,0.3333333333333333,9,-2.4851357740921878e-06,0.00031430041417479515
model_5,0.55,0.0,0.6,7,2,0.3333333333333333,10,-6.508749285464669e-07,0.00031430041417479515
model_1,0.55,0.0,0.6,8,2,0.3333333333333333,0,-0.3333333333333333,3.260001540184021e-05
model_1,0.55,0.0,0.6,8,2,0.3333333333333333,1,0.0,3.260001540184021e-05
model_1,0.55,0.0,0.6,8,2,0.3333333333333333,2,0.0,3.260001540184021e-05
model_1,0.55,0.0,0.6,8,2,0.3333333333333333,3,0.0,3.260001540184021e-05
model_1,0.55,0.0,0.6,8,2,0.3333333333333333,4,0.0,3.260001540184021e-05
model_1,0.55,0.0,0.6,8,2,0.3333333333333333,5,0.0,3.260001540184021e-05
model_1,0.55,0.0,0.6,8,2,0.3333333333333333,6,0.0,3.260001540184021e-05
model_1,0.55,0.0,0.6,8,2,0.3333333333333333,7,0.0,3.260001540184021e-05
model_1,0.55,0.0,0.6,8,2,0.3333333333333333,8,0.0,3.260001540184021e-05
model_1,0.55,0.0,0.6,8,2,0.3333333333333333,9,0.0,3.260001540184021e-05
model_1,0.55,0.0,0.6,8,2,0.3333333333333333,10,0.0,3.260001540184021e-05
model_2,0.55,0.0,0.6,8,2,0.3333333333333333,0,-0.3333333333333333,4.9999915063381195e-05
model_2,0.55,0.0,0.6,8,2,0.3333333333333333,1,-0.2009321223245449,4.9999915063381195e-05
model_2,0.55,0.0,0.6,8,2,0.3333333333333333,2,-0.12217840677777418,4.9999915063381195e-05
model_2,0.55,0.0,0.6,8,2,0.3333333333333333,3,-0.07452614391859742,4.9999915063381195e-05
model_2,0.55,0.0,0.6,8,2,0.3333333333333333,4,-0.04551229125980516,4.9999915063381195e-05
model_2,0.55,0.0,0.6,8,2,0.3333333333333333,5,-0.027805897345407022,4.9999915063381195e-05
model_2,0.55,0.0,0.6,8,2,0.3333333333333333,6,-0.01699085751301747,4.9999915063381195e-05
model_2,0.55,0.0,0.6,8,2,0.3333333333333333,7,-0.010382928678113116,4.9999915063381195e-05
model_2,0.55,0.0,0.6,8,2,0.3333333333333333,8,-0.00634503792964732,4.9999915063381195e-05
model_2,0.55,0.0,0.6,8,2,0.3333333333333333,9,-0.0038775037462516573,4.9999915063381195e-05
model_2,0.55,0.0,0.6,8,2,0.3333333333333333,10,-0.002369581187695443,4.9999915063381195e-05
model_3,0.55,0.0,0.6,8,2,0.3333333333333333,0,-0.3333333333333333,0.0011713001877069473
model_3,0.55,0.0,0.6,8,2,0.3333333333333333,1,-0.1823763138750831,0.0011713001877069473
model_3,0.55,0.0,0.6,8,2,0.3333333333333333,2,-0.1077481954389607,0.0011713001877069473
model_3,0.55,0.0,0.6,8,2,0.3333333333333333,3,-0.0653103591831864,0.0011713001877069473
model_3,0.55,0.0,0.6,8,2,0.3333333333333333,4,-0.03996094562575673,0.0011713001877069473
model_3,0.55,0.0,0.6,8,2,0.3333333333333333,5,-0.024534998690479,0.0011713001877069473
model_3,0.55,0.0,0.6,8,2,0.3333333333333333,6,-0.015082866178140511,0.0011713001877069473
model_3,0.55,0.0,0.6,8,2,0.3333333333333333,7,-0.00927645276857636,0.0011713001877069473
model_3,0.55,0.0,0.6,8,2,0.3333333333333333,8,-0.0057062817738695966,0.0011713001877069473
model_3,0.55,0.0,0.6,8,2,0.3333333333333333,9,-0.003510356834725522,0.0011713001877069473
model_3,0.55,0.0,0.6,8,2,0.3333333333333333,10,-0.002159529358700211,0.0011713001877069473
model_4,0.55,0.0,0.6,8,2,0.3333333333333333,0,-0.3333333333333333,0.13467369973659515
model_4,0.55,0.0,0.6,8,2,0.3333333333333333,1,-0.3703829522046744,0.13467369973659515
model_4,0.55,0.0,0.6,8,2,0.3333333333333333,2,-0.37508105335364034,0.13467369973659515
model_4,0.55,0.0,0.6,8,2,0.3333333333333333,3,-0.3708248305181903,0.13467369973659515
model_4,0.55,0.0,0.6,8,2,0.3333333333333333,4,-0.36341903830450023,0.13467369973659515
model_4,0.55,0.0,0.6,8,2,0.3333333333333333,5,-0.3550650015257982,0.13467369973659515
model_4,0.55,0.0,0.6,8,2,0.3333333333333333,6,-0.3465316683763129,0.13467369973659515
model_4,0.55,0.0,0.6,8,2,0.3333333333333333,7,-0.33807814140168263,0.13467369973659515
model_4,0.55,0.0,0.6,8,2,0.3333333333333333,8,-0.3297886345057249,0.13467369973659515
model_4,0.55,0.0,0.6,8,2,0.3333333333333333,9,-0.3216881742385119,0.13467369973659515
model_4,0.55,0.0,0.6,8,2,0.3333333333333333,10,-0.3137818997537695,0.13467369973659515
model_5,0.55,0.0,0.6,8,2,0.3333333333333333,0,-0.3333333333333333,0.00027740001678466797
model_5,0.55,0.0,0.6,8,2,0.3333333333333333,1,-0.07275199922256864,0.00027740001678466797
model_5,0.55,0.0,0.6,8,2,0.3333333333333333,2,-0.01968941461407588,0.00027740001678466797
model_5,0.55,0.0,0.6,8,2,0.3333333333333333,3,-0.005129074668169827,0.00027740001678466797
model_5,0.55,0.0,0.6,8,2,0.3333333333333333,4,-0.0013445517882074338,0.00027740001678466797
model_5,0.55,0.0,0.6,8,2,0.3333333333333333,5,-0.0003520949628901075,0.00027740001678466797
model_5,0.55,0.0,0.6,8,2,0.3333333333333333,6,-9.221851086077537e-05,0.00027740001678466797
model_5,0.55,0.0,0.6,8,2,0.3333333333333333,7,-2.4152591050744892e-05,0.00027740001678466797
model_5,0.55,0.0,0.6,8,2,0.3333333333333333,8,-6.325741821133768e-06,0.00027740001678466797
model_5,0.55,0.0,0.6,8,2,0.3333333333333333,9,-1.6567571188286223e-06,0.00027740001678466797
model_5,0.55,0.0,0.6,8,2,0.3333333333333333,10,-4.3391662174485646e-07,0.00027740001678466797
model_1,0.55,0.0,0.6,9,3,0.5,0,0.0,3.1999778002500534e-05
model_1,0.55,0.0,0.6,9,3,0.5,1,0.0,3.1999778002500534e-05
model_1,0.55,0.0,0.6,9,3,0.5,2,0.0,3.1999778002500534e-05
model_1,0.55,0.0,0.6,9,3,0.5,3,0.0,3.1999778002500534e-05
model_1,0.55,0.0,0.6,9,3,0.5,4,0.0,3.1999778002500534e-05
model_1,0.55,0.0,0.6,9,3,0.5,5,0.0,3.1999778002500534e-05
model_1,0.55,0.0,0.6,9,3,0.5,6,0.0,3.1999778002500534e-05
model_1,0.55,0.0,0.6,9,3,0.5,7,0.0,3.1999778002500534e-05
model_1,0.55,0.0,0.6,9,3,0.5,8,0.0,3.1999778002500534e-05
model_1,0.55,0.0,0.6,9,3,0.5,9,0.0,3.1999778002500534e-05
model_1,0.55,0.0,0.6,9,3,0.5,10,0.0,3.1999778002500534e-05
model_2,0.55,0.0,0.6,9,3,0.5,0,0.0,5.319993942975998e-05
model_2,0.55,0.0,0.6,9,3,0.5,1,0.0,5.319993942975998e-05
model_2,0.55,0.0,0.6,9,3,0.5,2,0.0,5.319993942975998e-05
model_2,0.55,0.0,0.6,9,3,0.5,3,0.0,5.319993942975998e-05
model_2,0.55,0.0,0.6,9,3,0.5,4,0.0,5.319993942975998e-05
model_2,0.55,0.0,0.6,9,3,0.5,5,0.0,5.319993942975998e-05
model_2,0.55,0.0,0.6,9,3,0.5,6,0.0,5.319993942975998e-05
model_2,0.55,0.0,0.6,9,3,0.5,7,0.0,5.319993942975998e-05
model_2,0.55,0.0,0.6,9,3,0.5,8,0.0,5.319993942975998e-05
model_2,0.55,0.0,0.6,9,3,0.5,9,0.0,5.319993942975998e-05
model_2,0.55,0.0,0.6,9,3,0.5,10,0.0,5.319993942975998e-05
model_3,0.55,0.0,0.6,9,3,0.5,0,0.0,0.000867099966853857
model_3,0.55,0.0,0.6,9,3,0.5,1,3.515706244646329e-16,0.000867099966853857
model_3,0.55,0.0,0.6,9,3,0.5,2,4.070817756958907e-16,0.000867099966853857
model_3,0.55,0.0,0.6,9,3,0.5,3,4.070817756958907e-16,0.000867099966853857
model_3,0.55,0.0,0.6,9,3,0.5,4,6.476300976980079e-16,0.000867099966853857
model_3,0.55,0.0,0.6,9,3,0.5,5,7.401486830834377e-16,0.000867099966853857
model_3,0.55,0.0,0.6,9,3,0.5,6,7.401486830834377e-16,0.000867099966853857
model_3,0.55,0.0,0.6,9,3,0.5,7,7.216449660063518e-16,0.000867099966853857
model_3,0.55,0.0,0.6,9,3,0.5,8,6.291263806209221e-16,0.000867099966853857
model_3,0.55,0.0,0.6,9,3,0.5,9,7.216449660063518e-16,0.000867099966853857
model_3,0.55,0.0,0.6,9,3,0.5,10,8.326672684688674e-16,0.000867099966853857
model_4,0.55,0.0,0.6,9,3,0.5,0,0.0,0.16781509993597865
model_4,0.55,0.0,0.6,9,3,0.5,1,7.401486830834377e-17,0.16781509993597865
model_4,0.55,0.0,0.6,9,3,0.5,2,1.249000902703301e-16,0.16781509993597865
model_4,0.55,0.0,0.6,9,3,0.5,3,5.551115123125783e-17,0.16781509993597865
model_4,0.55,0.0,0.6,9,3,0.5,4,-2.0860049798621105e-16,0.16781509993597865
model_4,0.55,0.0,0.6,9,3,0.5,5,-3.183217578417441e-16,0.16781509993597865
model_4,0.55,0.0,0.6,9,3,0.5,6,-6.132608888302175e-16,0.16781509993597865
model_4,0.55,0.0,0.6,9,3,0.5,7,-6.648101846228512e-16,0.16781509993597865
model_4,0.55,0.0,0.6,9,3,0.5,8,-6.121134415310037e-16,0.16781509993597865
model_4,0.55,0.0,0.6,9,3,0.5,9,-5.037293643548694e-16,0.16781509993597865
model_4,0.55,0.0,0.6,9,3,0.5,10,-4.460317387424325e-16,0.16781509993597865
model_5,0.55,0.0,0.6,9,3,0.5,0,0.0,0.0002891002222895622
model_5,0.55,0.0,0.6,9,3,0.5,1,-1.850371707708594e-17,0.0002891002222895622
model_5,0.55,0.0,0.6,9,3,0.5,2,3.700743415417188e-17,0.0002891002222895622
model_5,0.55,0.0,0.6,9,3,0.5,3,-1.850371707708594e-17,0.0002891002222895622
model_5,0.55,0.0,0.6,9,3,0.5,4,-9.251858538542972e-17,0.0002891002222895622
model_5,0.55,0.0,0.6,9,3,0.5,5,-9.251858538542972e-17,0.0002891002222895622
model_5,0.55,0.0,0.6,9,3,0.5,6,-3.700743415417188e-17,0.0002891002222895622
model_5,0.55,0.0,0.6,9,3,0.5,7,-3.700743415417188e-17,0.0002891002222895622
model_5,0.55,0.0,0.6,9,3,0.5,8,1.850371707708594e-17,0.0002891002222895622
model_5,0.55,0.0,0.6,9,3,0.5,9,-3.700743415417188e-17,0.0002891002222895622
model_5,0.55,0.0,0.6,9,3,0.5,10,-1.850371707708594e-17,0.0002891002222895622
model_1,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,0,0.6666666666666666,3.260001540184021e-05
model_1,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,1,0.0,3.260001540184021e-05
model_1,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,2,0.0,3.260001540184021e-05
model_1,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,3,0.0,3.260001540184021e-05
model_1,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,4,0.0,3.260001540184021e-05
model_1,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,5,0.0,3.260001540184021e-05
model_1,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,6,0.0,3.260001540184021e-05
model_1,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,7,0.0,3.260001540184021e-05
model_1,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,8,0.0,3.260001540184021e-05
model_1,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,9,0.0,3.260001540184021e-05
model_1,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,10,0.0,3.260001540184021e-05
model_2,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,0,0.6666666666666666,6.800005212426186e-05
model_2,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,1,0.1858489883271838,6.800005212426186e-05
model_2,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,2,0.05237098682307787,6.800005212426186e-05
model_2,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,3,0.014770229745559416,6.800005212426186e-05
model_2,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,4,0.004165938135667642,6.800005212426186e-05
model_2,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,5,0.0011750076513556233,6.800005212426186e-05
model_2,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,6,0.00033141240235146086,6.800005212426186e-05
model_2,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,7,9.347529269865262e-05,6.800005212426186e-05
model_2,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,8,2.6364826139602116e-05,6.800005212426186e-05
model_2,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,9,7.436233013654221e-06,6.800005212426186e-05
model_2,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,10,2.097399055174994e-06,6.800005212426186e-05
model_3,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,0,0.6666666666666666,0.0009711002930998802
model_3,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,1,0.26890922592598404,0.0009711002930998802
model_3,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,2,0.10778823958487116,0.0009711002930998802
model_3,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,3,0.04295178190750167,0.0009711002930998802
model_3,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,4,0.017050611955763222,0.0009711002930998802
model_3,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,5,0.0067526832932356395,0.0009711002930998802
model_3,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,6,0.0026704415678979,0.0009711002930998802
model_3,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,7,0.0010551195151266013,0.0009711002930998802
model_3,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,8,0.00041665893425653816,0.0009711002930998802
model_3,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,9,0.00016447949345303284,0.0009711002930998802
model_3,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,10,6.491593788811774e-05,0.0009711002930998802
model_4,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,0,0.6666666666666666,0.140949800144881
model_4,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,1,0.5151061677892812,0.140949800144881
model_4,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,2,0.3848483515966823,0.140949800144881
model_4,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,3,0.28504538869332735,0.140949800144881
model_4,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,4,0.2106557777743374,0.140949800144881
model_4,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,5,0.1555894755659735,0.140949800144881
model_4,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,6,0.1149000796101209,0.140949800144881
model_4,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,7,0.08484821914000108,0.140949800144881
model_4,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,8,0.06265567649185595,0.140949800144881
model_4,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,9,0.04626758822481821,0.140949800144881
model_4,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,10,0.03416590793703995,0.140949800144881
model_5,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,0,0.6666666666666666,0.0007831999100744724
model_5,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,1,0.12752439690010076,0.0007831999100744724
model_5,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,2,0.022228585721264182,0.0007831999100744724
model_5,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,3,0.00393344677961686,0.0007831999100744724
model_5,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,4,0.000694287502615872,0.0007831999100744724
model_5,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,5,0.00012259925840759264,0.0007831999100744724
model_5,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,6,2.1647409383707128e-05,0.0007831999100744724
model_5,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,7,3.822337977428998e-06,0.0007831999100744724
model_5,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,8,6.749185982683296e-07,0.0007831999100744724
model_5,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,9,1.1917189549996247e-07,0.0007831999100744724
model_5,0.55,0.0,1.2999999999999998,0,5,0.8333333333333334,10,2.1042448561381377e-08,0.0007831999100744724
model_1,0.55,0.0,1.2999999999999998,1,3,0.5,0,0.0,4.529999569058418e-05
model_1,0.55,0.0,1.2999999999999998,1,3,0.5,1,0.0,4.529999569058418e-05
model_1,0.55,0.0,1.2999999999999998,1,3,0.5,2,0.0,4.529999569058418e-05
model_1,0.55,0.0,1.2999999999999998,1,3,0.5,3,0.0,4.529999569058418e-05
model_1,0.55,0.0,1.2999999999999998,1,3,0.5,4,0.0,4.529999569058418e-05
model_1,0.55,0.0,1.2999999999999998,1,3,0.5,5,0.0,4.529999569058418e-05
model_1,0.55,0.0,1.2999999999999998,1,3,0.5,6,0.0,4.529999569058418e-05
model_1,0.55,0.0,1.2999999999999998,1,3,0.5,7,0.0,4.529999569058418e-05
model_1,0.55,0.0,1.2999999999999998,1,3,0.5,8,0.0,4.529999569058418e-05
model_1,0.55,0.0,1.2999999999999998,1,3,0.5,9,0.0,4.529999569058418e-05
model_1,0.55,0.0,1.2999999999999998,1,3,0.5,10,0.0,4.529999569058418e-05
model_2,0.55,0.0,1.2999999999999998,1,3,0.5,0,0.0,0.00016980012878775597
model_2,0.55,0.0,1.2999999999999998,1,3,0.5,1,0.0,0.00016980012878775597
model_2,0.55,0.0,1.2999999999999998,1,3,0.5,2,0.0,0.00016980012878775597
model_2,0.55,0.0,1.2999999999999998,1,3,0.5,3,0.0,0.00016980012878775597
model_2,0.55,0.0,1.2999999999999998,1,3,0.5,4,0.0,0.00016980012878775597
model_2,0.55,0.0,1.2999999999999998,1,3,0.5,5,0.0,0.00016980012878775597
model_2,0.55,0.0,1.2999999999999998,1,3,0.5,6,0.0,0.00016980012878775597
model_2,0.55,0.0,1.2999999999999998,1,3,0.5,7,0.0,0.00016980012878775597
model_2,0.55,0.0,1.2999999999999998,1,3,0.5,8,0.0,0.00016980012878775597
model_2,0.55,0.0,1.2999999999999998,1,3,0.5,9,0.0,0.00016980012878775597
model_2,0.55,0.0,1.2999999999999998,1,3,0.5,10,0.0,0.00016980012878775597
model_3,0.55,0.0,1.2999999999999998,1,3,0.5,0,0.0,0.0013512996956706047
model_3,0.55,0.0,1.2999999999999998,1,3,0.5,1,1.6653345369377348e-16,0.0013512996956706047
model_3,0.55,0.0,1.2999999999999998,1,3,0.5,2,2.9605947323337506e-16,0.0013512996956706047
model_3,0.55,0.0,1.2999999999999998,1,3,0.5,3,2.4054832200211723e-16,0.0013512996956706047
model_3,0.55,0.0,1.2999999999999998,1,3,0.5,4,3.3306690738754696e-16,0.0013512996956706047
model_3,0.55,0.0,1.2999999999999998,1,3,0.5,5,3.885780586188048e-16,0.0013512996956706047
model_3,0.55,0.0,1.2999999999999998,1,3,0.5,6,4.070817756958907e-16,0.0013512996956706047
model_3,0.55,0.0,1.2999999999999998,1,3,0.5,7,3.7007434154171886e-16,0.0013512996956706047
model_3,0.55,0.0,1.2999999999999998,1,3,0.5,8,4.070817756958907e-16,0.0013512996956706047
model_3,0.55,0.0,1.2999999999999998,1,3,0.5,9,4.625929269271486e-16,0.0013512996956706047
model_3,0.55,0.0,1.2999999999999998,1,3,0.5,10,4.625929269271486e-16,0.0013512996956706047
model_4,0.55,0.0,1.2999999999999998,1,3,0.5,0,0.0,0.26827159989625216
model_4,0.55,0.0,1.2999999999999998,1,3,0.5,1,-4.625929269271485e-18,0.26827159989625216
model_4,0.55,0.0,1.2999999999999998,1,3,0.5,2,8.442320916420461e-17,0.26827159989625216
model_4,0.55,0.0,1.2999999999999998,1,3,0.5,3,1.6479873021779667e-16,0.26827159989625216
model_4,0.55,0.0,1.2999999999999998,1,3,0.5,4,8.384496800554568e-17,0.26827159989625216
model_4,0.55,0.0,1.2999999999999998,1,3,0.5,5,6.013708050052931e-17,0.26827159989625216
model_4,0.55,0.0,1.2999999999999998,1,3,0.5,6,1.0639637319324417e-16,0.26827159989625216
model_4,0.55,0.0,1.2999999999999998,1,3,0.5,7,2.7755575615628914e-17,0.26827159989625216
model_4,0.55,0.0,1.2999999999999998,1,3,0.5,8,1.0899845840720938e-16,0.26827159989625216
model_4,0.55,0.0,1.2999999999999998,1,3,0.5,9,8.745897524716402e-17,0.26827159989625216
model_4,0.55,0.0,1.2999999999999998,1,3,0.5,10,2.6281060661048627e-16,0.26827159989625216
model_5,0.55,0.0,1.2999999999999998,1,3,0.5,0,0.0,0.00021660001948475838
model_5,0.55,0.0,1.2999999999999998,1,3,0.5,1,-3.700743415417188e-17,0.00021660001948475838
model_5,0.55,0.0,1.2999999999999998,1,3,0.5,2,0.0,0.00021660001948475838
model_5,0.55,0.0,1.2999999999999998,1,3,0.5,3,-1.850371707708594e-17,0.00021660001948475838
model_5,0.55,0.0,1.2999999999999998,1,3,0.5,4,-5.551115123125783e-17,0.00021660001948475838
model_5,0.55,0.0,1.2999999999999998,1,3,0.5,5,-3.700743415417188e-17,0.00021660001948475838
model_5,0.55,0.0,1.2999999999999998,1,3,0.5,6,0.0,0.00021660001948475838
model_5,0.55,0.0,1.2999999999999998,1,3,0.5,7,-3.700743415417188e-17,0.00021660001948475838
model_5,0.55,0.0,1.2999999999999998,1,3,0.5,8,-5.551115123125783e-17,0.00021660001948475838
model_5,0.55,0.0,1.2999999999999998,1,3,0.5,9,-3.700743415417188e-17,0.00021660001948475838
model_5,0.55,0.0,1.2999999999999998,1,3,0.5,10,0.0,0.00021660001948475838
model_1,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,0,-0.3333333333333333,2.369983121752739e-05
model_1,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,1,0.0,2.369983121752739e-05
model_1,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,2,0.0,2.369983121752739e-05
model_1,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,3,0.0,2.369983121752739e-05
model_1,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,4,0.0,2.369983121752739e-05
model_1,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,5,0.0,2.369983121752739e-05
model_1,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,6,0.0,2.369983121752739e-05
model_1,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,7,0.0,2.369983121752739e-05
model_1,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,8,0.0,2.369983121752739e-05
model_1,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,9,0.0,2.369983121752739e-05
model_1,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,10,0.0,2.369983121752739e-05
model_2,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,0,-0.3333333333333333,4.350021481513977e-05
model_2,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,1,-0.09374105755064832,4.350021481513977e-05
model_2,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,2,-0.026433626166604867,4.350021481513977e-05
model_2,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,3,-0.007455500008250127,4.350021481513977e-05
model_2,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,4,-0.002102830236153874,4.350021481513977e-05
model_2,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,5,-0.0005931058944968667,4.350021481513977e-05
model_2,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,6,-0.0001672862763745601,4.350021481513977e-05
model_2,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,7,-4.7183308686064386e-05,4.350021481513977e-05
model_2,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,8,-1.3308112705612274e-05,4.350021481513977e-05
model_2,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,9,-3.7535702503236714e-06,4.350021481513977e-05
model_2,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,10,-1.0586993014112995e-06,4.350021481513977e-05
model_3,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,0,-0.3333333333333333,0.000853199977427721
model_3,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,1,-0.1450531986812195,0.000853199977427721
model_3,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,2,-0.06070794235468535,0.000853199977427721
model_3,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,3,-0.024804831723352145,0.000853199977427721
model_3,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,4,-0.00999496855092985,0.000853199977427721
model_3,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,5,-0.003994330209374897,0.000853199977427721
model_3,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,6,-0.0015883568843513645,0.000853199977427721
model_3,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,7,-0.0006297066902830236,0.000853199977427721
model_3,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,8,-0.00024918596784099617,0.000853199977427721
model_3,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,9,-9.849490969397283e-05,0.000853199977427721
model_3,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,10,-3.890440389943869e-05,0.000853199977427721
model_4,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,0,-0.3333333333333333,0.16622290015220642
model_4,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,1,-0.28589761826636495,0.16622290015220642
model_4,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,2,-0.2203905259154948,0.16622290015220642
model_4,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,3,-0.1645730143077652,0.16622290015220642
model_4,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,4,-0.1218868447604411,0.16622290015220642
model_4,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,5,-0.09007694330171735,0.16622290015220642
model_4,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,6,-0.06653043330847332,0.16622290015220642
model_4,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,7,-0.04913155368585221,0.16622290015220642
model_4,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,8,-0.03628130645575075,0.16622290015220642
model_4,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,9,-0.026791721177548786,0.16622290015220642
model_4,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,10,-0.01978413445282694,0.16622290015220642
model_5,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,0,-0.3333333333333333,0.00016820011660456657
model_5,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,1,-0.0784765519385236,0.00016820011660456657
model_5,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,2,-0.01327941484646955,0.00016820011660456657
model_5,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,3,-0.0023617671808498684,0.00016820011660456657
model_5,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,4,-0.00041652249886862486,0.00016820011660456657
model_5,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,5,-7.35610265594026e-05,0.00016820011660456657
model_5,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,6,-1.2988402325442294e-05,0.00016820011660456657
model_5,0.55,0.0,1.2999999999999998,2,2,0.3333333333333333,7,-2.293404060900913e-06,0.00016820011660456657
