model,coupling,field,temperature,seed,initial_up_count,initial_up_fraction,t,m,runtime_seconds
model_1,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,6,0.2983362499775455,5.400041118264198e-05
model_1,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,7,0.2983362499775455,5.400041118264198e-05
model_1,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,8,0.2983362499775455,5.400041118264198e-05
model_1,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,9,0.2983362499775455,5.400041118264198e-05
model_1,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,10,0.2983362499775455,5.400041118264198e-05
model_2,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,0,-0.3333333333333333,9.75998118519783e-05
model_2,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,1,0.1858489883271838,9.75998118519783e-05
model_2,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,2,0.21142152869442787,9.75998118519783e-05
model_2,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,3,0.21267397414700628,9.75998118519783e-05
model_2,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,4,0.21273529623595863,9.75998118519783e-05
model_2,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,5,0.21273829863793545,9.75998118519783e-05
model_2,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,6,0.21273844563898278,9.75998118519783e-05
model_2,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,7,0.21273845283632253,9.75998118519783e-05
model_2,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,8,0.2127384531887125,9.75998118519783e-05
model_2,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,9,0.21273845320596596,9.75998118519783e-05
model_2,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,10,0.21273845320681076,9.75998118519783e-05
model_3,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,0,-0.3333333333333333,0.002681899815797806
model_3,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,1,0.05979797384371035,0.002681899815797806
model_3,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,2,0.1698903724997414,0.002681899815797806
model_3,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,3,0.20072880070975851,0.002681899815797806
model_3,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,4,0.2093708232969672,0.002681899815797806
model_3,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,5,0.21179373082630995,0.002681899815797806
model_3,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,6,0.21247332377942607,0.002681899815797806
model_3,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,7,0.21266401888156047,0.002681899815797806
model_3,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,8,0.21271754877385984,0.002681899815797806
model_3,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,9,0.21273258044675059,0.002681899815797806
model_3,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,10,0.21273680286277963,0.002681899815797806
model_4,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,0,-0.3333333333333333,0.2627169000916183
model_4,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,1,0.1496691536526155,0.2627169000916183
model_4,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,2,0.29157922957760546,0.2627169000916183
model_4,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,3,0.3335328722512838,0.2627169000916183
model_4,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,4,0.345991081683061,0.2627169000916183
model_4,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,5,0.34970322773226953,0.2627169000916183
model_4,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,6,0.3508122042301463,0.2627169000916183
model_4,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,7,0.35114415080732303,0.2627169000916183
model_4,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,8,0.3512436566676482,0.2627169000916183
model_4,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,9,0.3512735175061665,0.2627169000916183
model_4,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,10,0.35128248573833515,0.2627169000916183
model_5,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,0,-0.3333333333333333,0.0004746001213788986
model_5,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,1,0.3504081760909319,0.0004746001213788986
model_5,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,2,0.3504814531974249,0.0004746001213788986
model_5,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,3,0.35048146187111556,0.0004746001213788986
model_5,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,4,0.3504814618721248,0.0004746001213788986
model_5,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,5,0.35048146187212503,0.0004746001213788986
model_5,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,6,0.35048146187212503,0.0004746001213788986
model_5,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,7,0.35048146187212503,0.0004746001213788986
model_5,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,8,0.35048146187212503,0.0004746001213788986
model_5,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,9,0.35048146187212503,0.0004746001213788986
model_5,0.1,0.4,1.2999999999999998,6,2,0.3333333333333333,10,0.35048146187212503,0.0004746001213788986
model_1,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,0,-0.3333333333333333,5.059968680143356e-05
model_1,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,1,0.2983362499775455,5.059968680143356e-05
model_1,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,2,0.2983362499775455,5.059968680143356e-05
model_1,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,3,0.2983362499775455,5.059968680143356e-05
model_1,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,4,0.2983362499775455,5.059968680143356e-05
model_1,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,5,0.2983362499775455,5.059968680143356e-05
model_1,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,6,0.2983362499775455,5.059968680143356e-05
model_1,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,7,0.2983362499775455,5.059968680143356e-05
model_1,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,8,0.2983362499775455,5.059968680143356e-05
model_1,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,9,0.2983362499775455,5.059968680143356e-05
model_1,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,10,0.2983362499775455,5.059968680143356e-05
model_2,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,0,-0.3333333333333333,9.580003097653389e-05
model_2,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,1,0.1858489883271838,9.580003097653389e-05
model_2,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,2,0.21142152869442787,9.580003097653389e-05
model_2,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,3,0.21267397414700628,9.580003097653389e-05
model_2,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,4,0.21273529623595863,9.580003097653389e-05
model_2,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,5,0.21273829863793545,9.580003097653389e-05
model_2,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,6,0.21273844563898278,9.580003097653389e-05
model_2,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,7,0.21273845283632253,9.580003097653389e-05
model_2,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,8,0.2127384531887125,9.580003097653389e-05
model_2,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,9,0.21273845320596596,9.580003097653389e-05
model_2,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,10,0.21273845320681076,9.580003097653389e-05
model_3,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,0,-0.3333333333333333,0.0017018001526594162
model_3,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,1,0.05645849111550925,0.0017018001526594162
model_3,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,2,0.16809283309350664,0.0017018001526594162
model_3,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,3,0.20000092170099926,0.0017018001526594162
model_3,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,4,0.20910838523920347,0.0017018001526594162
model_3,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,5,0.21170492085476547,0.0017018001526594162
model_3,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,6,0.21244444657206932,0.0017018001526594162
model_3,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,7,0.21265488304508073,0.0017018001526594162
model_3,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,8,0.2127147154770647,0.0017018001526594162
model_3,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,9,0.2127317149112069,0.0017018001526594162
model_3,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,10,0.21273654155024949,0.0017018001526594162
model_4,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,0,-0.3333333333333333,0.13178500020876527
model_4,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,1,0.139579987009697,0.13178500020876527
model_4,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,2,0.28642152810079385,0.13178500020876527
model_4,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,3,0.3315134808484498,0.13178500020876527
model_4,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,4,0.3452796261297228,0.13178500020876527
model_4,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,5,0.34946604702688955,0.13178500020876527
model_4,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,6,0.35073569061975896,0.13178500020876527
model_4,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,7,0.3511199807889252,0.13178500020876527
model_4,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,8,0.3512361279703518,0.13178500020876527
model_4,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,9,0.3512711949429161,0.13178500020876527
model_4,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,10,0.35128177408350864,0.13178500020876527
model_5,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,0,-0.3333333333333333,0.00016870023682713509
model_5,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,1,0.3503887345991165,0.00016870023682713509
model_5,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,2,0.3504814513075669,0.00016870023682713509
model_5,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,3,0.35048146187088774,0.00016870023682713509
model_5,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,4,0.350481461872125,0.00016870023682713509
model_5,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,5,0.35048146187212503,0.00016870023682713509
model_5,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,6,0.35048146187212503,0.00016870023682713509
model_5,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,7,0.35048146187212503,0.00016870023682713509
model_5,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,8,0.35048146187212503,0.00016870023682713509
model_5,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,9,0.35048146187212503,0.00016870023682713509
model_5,0.1,0.4,1.2999999999999998,7,2,0.3333333333333333,10,0.35048146187212503,0.00016870023682713509
model_1,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,0,-0.3333333333333333,2.1199695765972137e-05
model_1,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,1,0.2983362499775455,2.1199695765972137e-05
model_1,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,2,0.2983362499775455,2.1199695765972137e-05
model_1,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,3,0.2983362499775455,2.1199695765972137e-05
model_1,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,4,0.2983362499775455,2.1199695765972137e-05
model_1,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,5,0.2983362499775455,2.1199695765972137e-05
model_1,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,6,0.2983362499775455,2.1199695765972137e-05
model_1,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,7,0.2983362499775455,2.1199695765972137e-05
model_1,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,8,0.2983362499775455,2.1199695765972137e-05
model_1,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,9,0.2983362499775455,2.1199695765972137e-05
model_1,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,10,0.2983362499775455,2.1199695765972137e-05
model_2,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,0,-0.3333333333333333,4.060007631778717e-05
model_2,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,1,0.1858489883271838,4.060007631778717e-05
model_2,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,2,0.21142152869442787,4.060007631778717e-05
model_2,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,3,0.21267397414700628,4.060007631778717e-05
model_2,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,4,0.21273529623595863,4.060007631778717e-05
model_2,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,5,0.21273829863793545,4.060007631778717e-05
model_2,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,6,0.21273844563898278,4.060007631778717e-05
model_2,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,7,0.21273845283632253,4.060007631778717e-05
model_2,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,8,0.2127384531887125,4.060007631778717e-05
model_2,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,9,0.21273845320596596,4.060007631778717e-05
model_2,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,10,0.21273845320681076,4.060007631778717e-05
model_3,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,0,-0.3333333333333333,0.000865899957716465
model_3,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,1,0.05979797384371035,0.000865899957716465
model_3,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,2,0.1698903724997414,0.000865899957716465
model_3,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,3,0.20072880070975851,0.000865899957716465
model_3,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,4,0.2093708232969672,0.000865899957716465
model_3,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,5,0.21179373082630995,0.000865899957716465
model_3,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,6,0.21247332377942607,0.000865899957716465
model_3,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,7,0.21266401888156047,0.000865899957716465
model_3,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,8,0.21271754877385984,0.000865899957716465
model_3,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,9,0.21273258044675059,0.000865899957716465
model_3,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,10,0.21273680286277963,0.000865899957716465
model_4,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,0,-0.3333333333333333,0.11639899993315339
model_4,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,1,0.1496691536526155,0.11639899993315339
model_4,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,2,0.29157922957760546,0.11639899993315339
model_4,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,3,0.3335328722512838,0.11639899993315339
model_4,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,4,0.345991081683061,0.11639899993315339
model_4,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,5,0.34970322773226953,0.11639899993315339
model_4,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,6,0.3508122042301463,0.11639899993315339
model_4,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,7,0.35114415080732303,0.11639899993315339
model_4,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,8,0.3512436566676482,0.11639899993315339
model_4,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,9,0.3512735175061665,0.11639899993315339
model_4,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,10,0.35128248573833515,0.11639899993315339
model_5,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,0,-0.3333333333333333,0.00026640016585588455
model_5,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,1,0.3504081760909319,0.00026640016585588455
model_5,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,2,0.3504814531974249,0.00026640016585588455
model_5,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,3,0.35048146187111556,0.00026640016585588455
model_5,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,4,0.3504814618721248,0.00026640016585588455
model_5,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,5,0.35048146187212503,0.00026640016585588455
model_5,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,6,0.35048146187212503,0.00026640016585588455
model_5,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,7,0.35048146187212503,0.00026640016585588455
model_5,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,8,0.35048146187212503,0.00026640016585588455
model_5,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,9,0.35048146187212503,0.00026640016585588455
model_5,0.1,0.4,1.2999999999999998,8,2,0.3333333333333333,10,0.35048146187212503,0.00026640016585588455
model_1,0.1,0.4,1.2999999999999998,9,3,0.5,0,0.0,5.7099852710962296e-05
model_1,0.1,0.4,1.2999999999999998,9,3,0.5,1,0.2983362499775455,5.7099852710962296e-05
model_1,0.1,0.4,1.2999999999999998,9,3,0.5,2,0.2983362499775455,5.7099852710962296e-05
model_1,0.1,0.4,1.2999999999999998,9,3,0.5,3,0.2983362499775455,5.7099852710962296e-05
model_1,0.1,0.4,1.2999999999999998,9,3,0.5,4,0.2983362499775455,5.7099852710962296e-05
model_1,0.1,0.4,1.2999999999999998,9,3,0.5,5,0.2983362499775455,5.7099852710962296e-05
model_1,0.1,0.4,1.2999999999999998,9,3,0.5,6,0.2983362499775455,5.7099852710962296e-05
model_1,0.1,0.4,1.2999999999999998,9,3,0.5,7,0.2983362499775455,5.7099852710962296e-05
model_1,0.1,0.4,1.2999999999999998,9,3,0.5,8,0.2983362499775455,5.7099852710962296e-05
model_1,0.1,0.4,1.2999999999999998,9,3,0.5,9,0.2983362499775455,5.7099852710962296e-05
model_1,0.1,0.4,1.2999999999999998,9,3,0.5,10,0.2983362499775455,5.7099852710962296e-05
model_2,0.1,0.4,1.2999999999999998,9,3,0.5,0,0.0,0.00021479977294802666
model_2,0.1,0.4,1.2999999999999998,9,3,0.5,1,0.20229871924775247,0.00021479977294802666
model_2,0.1,0.4,1.2999999999999998,9,3,0.5,2,0.21222725369267983,0.00021479977294802666
model_2,0.1,0.4,1.2999999999999998,9,3,0.5,3,0.21271342415313152,0.00021479977294802666
model_2,0.1,0.4,1.2999999999999998,9,3,0.5,4,0.21273722775536155,0.00021479977294802666
model_2,0.1,0.4,1.2999999999999998,9,3,0.5,5,0.21273839320734375,0.00021479977294802666
model_2,0.1,0.4,1.2999999999999998,9,3,0.5,6,0.21273845026920934,0.00021479977294802666
model_2,0.1,0.4,1.2999999999999998,9,3,0.5,7,0.21273845306302372,0.00021479977294802666
model_2,0.1,0.4,1.2999999999999998,9,3,0.5,8,0.21273845319981208,0.00021479977294802666
model_2,0.1,0.4,1.2999999999999998,9,3,0.5,9,0.2127384532065094,0.00021479977294802666
model_2,0.1,0.4,1.2999999999999998,9,3,0.5,10,0.21273845320683726,0.00021479977294802666
model_3,0.1,0.4,1.2999999999999998,9,3,0.5,0,0.0,0.0008140001446008682
model_3,0.1,0.4,1.2999999999999998,9,3,0.5,1,0.15273615210888528,0.0008140001446008682
model_3,0.1,0.4,1.2999999999999998,9,3,0.5,2,0.19581723788082314,0.0008140001446008682
model_3,0.1,0.4,1.2999999999999998,9,3,0.5,3,0.2079666810977283,0.0008140001446008682
model_3,0.1,0.4,1.2999999999999998,9,3,0.5,4,0.2113928293441413,0.0008140001446008682
model_3,0.1,0.4,1.2999999999999998,9,3,0.5,5,0.21235899276475853,0.0008140001446008682
model_3,0.1,0.4,1.2999999999999998,9,3,0.5,6,0.21263144699746953,0.0008140001446008682
model_3,0.1,0.4,1.2999999999999998,9,3,0.5,7,0.21270827792659133,0.0008140001446008682
model_3,0.1,0.4,1.2999999999999998,9,3,0.5,8,0.21272994391207725,0.0008140001446008682
model_3,0.1,0.4,1.2999999999999998,9,3,0.5,9,0.21273605362389872,0.0008140001446008682
model_3,0.1,0.4,1.2999999999999998,9,3,0.5,10,0.2127377765352999,0.0008140001446008682
model_4,0.1,0.4,1.2999999999999998,9,3,0.5,0,0.0,0.1330807995982468
model_4,0.1,0.4,1.2999999999999998,9,3,0.5,1,0.24677490845004657,0.1330807995982468
model_4,0.1,0.4,1.2999999999999998,9,3,0.5,2,0.31999409050077937,0.1330807995982468
model_4,0.1,0.4,1.2999999999999998,9,3,0.5,3,0.3418987067965225,0.1330807995982468
model_4,0.1,0.4,1.2999999999999998,9,3,0.5,4,0.34846726866276895,0.1330807995982468
model_4,0.1,0.4,1.2999999999999998,9,3,0.5,5,0.35043922989122994,0.1330807995982468
model_4,0.1,0.4,1.2999999999999998,9,3,0.5,6,0.3510316702588885,0.1330807995982468
model_4,0.1,0.4,1.2999999999999998,9,3,0.5,7,0.35120975124114356,0.1330807995982468
model_4,0.1,0.4,1.2999999999999998,9,3,0.5,8,0.35126330086632535,0.1330807995982468
model_4,0.1,0.4,1.2999999999999998,9,3,0.5,9,0.35127940798290397,0.1330807995982468
model_4,0.1,0.4,1.2999999999999998,9,3,0.5,10,0.35128425382977196,0.1330807995982468
model_5,0.1,0.4,1.2999999999999998,9,3,0.5,0,0.0,0.00024119997397065163
model_5,0.1,0.4,1.2999999999999998,9,3,0.5,1,0.35044057857729066,0.00024119997397065163
model_5,0.1,0.4,1.2999999999999998,9,3,0.5,2,0.35048145710313144,0.00024119997397065163
model_5,0.1,0.4,1.2999999999999998,9,3,0.5,3,0.35048146187156864,0.00024119997397065163
model_5,0.1,0.4,1.2999999999999998,9,3,0.5,4,0.35048146187212503,0.00024119997397065163
model_5,0.1,0.4,1.2999999999999998,9,3,0.5,5,0.35048146187212503,0.00024119997397065163
model_5,0.1,0.4,1.2999999999999998,9,3,0.5,6,0.35048146187212503,0.00024119997397065163
model_5,0.1,0.4,1.2999999999999998,9,3,0.5,7,0.35048146187212503,0.00024119997397065163
model_5,0.1,0.4,1.2999999999999998,9,3,0.5,8,0.35048146187212503,0.00024119997397065163
model_5,0.1,0.4,1.2999999999999998,9,3,0.5,9,0.35048146187212503,0.00024119997397065163
model_5,0.1,0.4,1.2999999999999998,9,3,0.5,10,0.35048146187212503,0.00024119997397065163
model_1,0.1,0.4,2.0,0,5,0.8333333333333334,0,0.6666666666666666,3.8899946957826614e-05
model_1,0.1,0.4,2.0,0,5,0.8333333333333334,1,0.197375320224904,3.8899946957826614e-05
model_1,0.1,0.4,2.0,0,5,0.8333333333333334,2,0.197375320224904,3.8899946957826614e-05
model_1,0.1,0.4,2.0,0,5,0.8333333333333334,3,0.197375320224904,3.8899946957826614e-05
model_1,0.1,0.4,2.0,0,5,0.8333333333333334,4,0.197375320224904,3.8899946957826614e-05
model_1,0.1,0.4,2.0,0,5,0.8333333333333334,5,0.197375320224904,3.8899946957826614e-05
model_1,0.1,0.4,2.0,0,5,0.8333333333333334,6,0.197375320224904,3.8899946957826614e-05
model_1,0.1,0.4,2.0,0,5,0.8333333333333334,7,0.197375320224904,3.8899946957826614e-05
model_1,0.1,0.4,2.0,0,5,0.8333333333333334,8,0.197375320224904,3.8899946957826614e-05
model_1,0.1,0.4,2.0,0,5,0.8333333333333334,9,0.197375320224904,3.8899946957826614e-05
model_1,0.1,0.4,2.0,0,5,0.8333333333333334,10,0.197375320224904,3.8899946957826614e-05
model_2,0.1,0.4,2.0,0,5,0.8333333333333334,0,0.6666666666666666,7.400009781122208e-05
model_2,0.1,0.4,2.0,0,5,0.8333333333333334,1,0.1543128951113634,7.400009781122208e-05
model_2,0.1,0.4,2.0,0,5,0.8333333333333334,2,0.13759869229398092,7.400009781122208e-05
model_2,0.1,0.4,2.0,0,5,0.8333333333333334,3,0.13705205890707792,7.400009781122208e-05
model_2,0.1,0.4,2.0,0,5,0.8333333333333334,4,0.1370341800015611,7.400009781122208e-05
model_2,0.1,0.4,2.0,0,5,0.8333333333333334,5,0.13703359522921735,7.400009781122208e-05
model_2,0.1,0.4,2.0,0,5,0.8333333333333334,6,0.13703357610283837,7.400009781122208e-05
model_2,0.1,0.4,2.0,0,5,0.8333333333333334,7,0.13703357547726439,7.400009781122208e-05
model_2,0.1,0.4,2.0,0,5,0.8333333333333334,8,0.13703357545680342,7.400009781122208e-05
model_2,0.1,0.4,2.0,0,5,0.8333333333333334,9,0.13703357545613434,7.400009781122208e-05
model_2,0.1,0.4,2.0,0,5,0.8333333333333334,10,0.13703357545611242,7.400009781122208e-05
model_3,0.1,0.4,2.0,0,5,0.8333333333333334,0,0.6666666666666666,0.001087999902665615
model_3,0.1,0.4,2.0,0,5,0.8333333333333334,1,0.2835330483921615,0.001087999902665615
model_3,0.1,0.4,2.0,0,5,0.8333333333333334,2,0.17754820090761303,0.001087999902665615
model_3,0.1,0.4,2.0,0,5,0.8333333333333334,3,0.14823510900815726,0.001087999902665615
model_3,0.1,0.4,2.0,0,5,0.8333333333333334,4,0.14012980035387324,0.001087999902665615
model_3,0.1,0.4,2.0,0,5,0.8333333333333334,5,0.13788919739766684,0.001087999902665615
model_3,0.1,0.4,2.0,0,5,0.8333333333333334,6,0.13726996694825278,0.001087999902665615
model_3,0.1,0.4,2.0,0,5,0.8333333333333334,7,0.1370988717228121,0.001087999902665615
model_3,0.1,0.4,2.0,0,5,0.8333333333333334,8,0.1370516080080211,0.001087999902665615
model_3,0.1,0.4,2.0,0,5,0.8333333333333334,9,0.13703855447471025,0.001087999902665615
model_3,0.1,0.4,2.0,0,5,0.8333333333333334,10,0.13703494998242194,0.001087999902665615
model_4,0.1,0.4,2.0,0,5,0.8333333333333334,0,0.6666666666666666,0.1390623999759555
model_4,0.1,0.4,2.0,0,5,0.8333333333333334,1,0.34661633632329164,0.1390623999759555
model_4,0.1,0.4,2.0,0,5,0.8333333333333334,2,0.25632838337353664,0.1390623999759555
model_4,0.1,0.4,2.0,0,5,0.8333333333333334,3,0.23090804509835658,0.1390623999759555
model_4,0.1,0.4,2.0,0,5,0.8333333333333334,4,0.2237641053836118,0.1390623999759555
model_4,0.1,0.4,2.0,0,5,0.8333333333333334,5,0.2217594530355725,0.1390623999759555
model_4,0.1,0.4,2.0,0,5,0.8333333333333334,6,0.2211976123919525,0.1390623999759555
model_4,0.1,0.4,2.0,0,5,0.8333333333333334,7,0.22104029937418898,0.1390623999759555
model_4,0.1,0.4,2.0,0,5,0.8333333333333334,8,0.22099628674561442,0.1390623999759555
model_4,0.1,0.4,2.0,0,5,0.8333333333333334,9,0.22098398071796996,0.1390623999759555
model_4,0.1,0.4,2.0,0,5,0.8333333333333334,10,0.22098054165779188,0.1390623999759555
model_5,0.1,0.4,2.0,0,5,0.8333333333333334,0,0.6666666666666666,0.00023499969393014908
model_5,0.1,0.4,2.0,0,5,0.8333333333333334,1,0.21165378091134865,0.00023499969393014908
model_5,0.1,0.4,2.0,0,5,0.8333333333333334,2,0.2116178190130172,0.00023499969393014908
model_5,0.1,0.4,2.0,0,5,0.8333333333333334,3,0.21161781652597986,0.00023499969393014908
