source_coupling,source_field,source_temperature,target_coupling,target_field,target_temperature,fit_error
0.45,-0.4,0.95,0.2,-0.4,0.95,0.0007501947944881373
0.45,-0.4,1.2999999999999998,0.2,-0.4,1.2999999999999998,0.00039485744282862764
0.45,-0.4,1.65,0.2,-0.2,0.95,2.4659943886883532e-05
0.45,-0.4,2.0,0.2,-0.4,2.0,0.00018870615534166937
0.45,-0.2,0.6,0.7,-0.4,0.95,0.001336401363309524
0.45,-0.2,0.95,0.7,-0.4,2.0,1.4659337532529716e-05
0.45,-0.2,1.2999999999999998,0.2,-0.2,1.2999999999999998,0.00016607924492640874
0.45,-0.2,1.65,0.45,-0.2,2.0,4.751255520916416e-05
0.45,-0.2,2.0,0.2,-0.2,2.0,8.618855536187302e-05
0.45,0.0,0.6,0.95,0.0,2.0,9.575534280403086e-06
0.45,0.0,0.95,0.2,0.0,0.6,2.011173635928781e-06
0.45,0.0,1.2999999999999998,0.45,0.0,1.65,2.3219244637704926e-06
0.45,0.0,1.65,0.45,0.0,2.0,1.1401502944236206e-07
0.45,0.0,2.0,0.2,0.0,0.95,7.871028848563316e-07
0.45,0.20000000000000007,0.6,0.7,0.4,0.95,0.001151105970336847
0.45,0.20000000000000007,0.95,0.7,0.4,2.0,1.6795986713651355e-05
0.45,0.20000000000000007,1.2999999999999998,0.2,0.20000000000000007,1.2999999999999998,0.0001439296294066771
0.45,0.20000000000000007,1.65,0.45,0.20000000000000007,2.0,4.660965314048116e-05
0.45,0.20000000000000007,2.0,0.2,0.20000000000000007,2.0,6.411046055079663e-05
0.45,0.4,0.6,0.2,0.4,0.6,0.0010347380328808529
0.45,0.4,0.95,0.2,0.4,0.95,0.0007042034194171476
0.45,0.4,1.2999999999999998,0.2,0.4,1.2999999999999998,0.00034226595004521716
0.45,0.4,1.65,0.2,0.20000000000000007,0.95,2.608644424416155e-05
0.45,0.4,2.0,0.2,0.4,2.0,0.000144668971155038
0.7,-0.4,0.6,0.2,-0.4,0.6,0.005543229166082154
0.7,-0.4,0.95,0.45,-0.4,0.95,0.0008737624811656753
0.7,-0.4,1.2999999999999998,0.45,-0.4,1.2999999999999998,0.00011938883352481139
0.7,-0.4,1.65,0.45,-0.4,1.65,0.0002570216851570083
0.7,-0.4,2.0,0.45,-0.4,2.0,0.000281539169405275
0.7,-0.2,0.6,0.45,-0.4,0.95,0.004194933945285384
0.7,-0.2,0.95,0.7,-0.4,1.65,0.0004066187409909454
0.7,-0.2,1.2999999999999998,0.45,-0.2,1.2999999999999998,4.470348061781867e-05
0.7,-0.2,1.65,0.45,-0.2,1.65,6.52156150457985e-05
0.7,-0.2,2.0,0.45,-0.2,2.0,8.047097790153275e-05
0.7,0.0,0.6,0.95,0.0,0.95,7.762054355344262e-05
0.7,0.0,0.95,0.95,0.0,2.0,4.87412815813434e-06
0.7,0.0,1.2999999999999998,0.7,0.0,2.0,6.528823538599292e-07
0.7,0.0,1.65,0.45,0.0,1.65,3.997440192152715e-06
0.7,0.0,2.0,0.45,0.0,1.65,1.8583819668363117e-06
0.7,0.20000000000000007,0.6,0.45,0.4,0.95,0.0039609135861951375
0.7,0.20000000000000007,0.95,0.7,0.4,1.65,0.00038388039269982515
0.7,0.20000000000000007,1.2999999999999998,0.45,0.20000000000000007,1.2999999999999998,4.5003067045274446e-05
0.7,0.20000000000000007,1.65,0.45,0.20000000000000007,1.65,5.4295370410938976e-05
0.7,0.20000000000000007,2.0,0.45,0.20000000000000007,2.0,6.4687730104251e-05
0.7,0.4,0.6,0.2,0.4,0.6,0.005453956104837361
0.7,0.4,0.95,0.45,0.4,0.95,0.0008108009661384604
0.7,0.4,1.2999999999999998,0.45,0.4,1.2999999999999998,0.00011434300495893737
0.7,0.4,1.65,0.45,0.4,1.65,0.0002341864600204932
0.7,0.4,2.0,0.45,0.4,2.0,0.0002498762583629401
0.95,-0.4,0.6,0.45,-0.4,0.6,0.008605342389890134
0.95,-0.4,0.95,0.45,-0.4,0.6,0.002905582509700472
0.95,-0.4,1.2999999999999998,0.7,-0.4,0.95,0.0011362976844953813
0.95,-0.4,1.65,0.7,-0.4,1.65,6.31947038379232e-05
0.95,-0.4,2.0,0.7,-0.4,2.0,0.00013324008450027333
0.95,-0.2,0.6,0.7,-0.4,0.6,0.005765144957637585
0.95,-0.2,0.95,0.45,-0.2,0.6,0.0011852060596616637
0.95,-0.2,1.2999999999999998,1.2,-0.4,2.0,0.00042929500296818587
0.95,-0.2,1.65,0.7,-0.2,1.65,6.953122290215238e-05
0.95,-0.2,2.0,0.7,-0.2,2.0,3.248969391616677e-05
0.95,0.0,0.6,1.2,0.0,0.6,0.003295198152139771
0.95,0.0,0.95,0.95,0.0,1.2999999999999998,3.7251493030180646e-05
0.95,0.0,1.2999999999999998,0.95,0.0,2.0,3.920090688965134e-06
0.95,0.0,1.65,0.7,0.0,2.0,9.132694782988476e-06
0.95,0.0,2.0,0.2,0.0,0.6,1.8264863014552906e-06
0.95,0.20000000000000007,0.6,0.7,0.4,0.6,0.005144249214840156
0.95,0.20000000000000007,0.95,0.45,0.20000000000000007,0.6,0.0011477734196506154
0.95,0.20000000000000007,1.2999999999999998,1.2,0.4,2.0,0.0005161365506064685
0.95,0.20000000000000007,1.65,0.7,0.20000000000000007,1.65,5.965299353649315e-05
0.95,0.20000000000000007,2.0,0.7,0.20000000000000007,2.0,4.1191337322613905e-05
0.95,0.4,0.6,0.45,0.4,0.6,0.007825087844907494
0.95,0.4,0.95,0.45,0.4,0.6,0.0030158323281859103
0.95,0.4,1.2999999999999998,0.2,0.20000000000000007,0.6,0.0013335965755357834
0.95,0.4,1.65,0.7,0.4,1.65,5.758697054489627e-05
0.95,0.4,2.0,0.7,0.4,2.0,0.0001514059500435367
1.2,-0.4,0.6,0.45,-0.4,0.6,0.006972875286884662
1.2,-0.4,0.95,0.45,-0.4,0.6,0.00364696235105117
1.2,-0.4,1.2999999999999998,0.7,-0.4,0.95,0.0015780972292741336
1.2,-0.4,1.65,0.7,-0.4,1.2999999999999998,0.0008564266087142023
1.2,-0.4,2.0,0.45,-0.2,0.95,0.00010500906385128804
1.2,-0.2,0.6,1.2,-0.4,0.6,0.02003281908238455
1.2,-0.2,0.95,0.95,-0.4,0.95,0.0028668112015125423
1.2,-0.2,1.2999999999999998,1.2,-0.4,2.0,0.0007298951320351508
1.2,-0.2,1.65,0.7,-0.2,1.2999999999999998,0.00022397005721776328
1.2,-0.2,2.0,0.7,-0.2,2.0,0.00012585575854079435
1.2,0.0,0.6,1.2,0.0,0.6,0.009438113518844984
1.2,0.0,0.95,1.2,0.0,0.6,7.041442482344465e-05
1.2,0.0,1.2999999999999998,1.2,0.0,2.0,6.482241514593684e-05
1.2,0.0,1.65,0.95,0.0,2.0,3.699767948559284e-06
1.2,0.0,2.0,0.7,0.0,1.65,1.6771718262880578e-05
1.2,0.20000000000000007,0.6,1.2,0.4,0.6,0.015340897335137224
1.2,0.20000000000000007,0.95,0.95,0.4,0.95,0.002712766484332709
1.2,0.20000000000000007,1.2999999999999998,1.2,0.4,2.0,0.0007653747532481681
1.2,0.20000000000000007,1.65,0.7,0.20000000000000007,1.2999999999999998,0.00026429749548915603
1.2,0.20000000000000007,2.0,0.7,0.20000000000000007,2.0,0.00014764726315061034
1.2,0.4,0.6,0.45,0.4,0.6,0.0065978569244369584
1.2,0.4,0.95,0.45,0.4,0.6,0.0033722337134319625
1.2,0.4,1.2999999999999998,0.7,0.4,0.95,0.0013783294302710007
1.2,0.4,1.65,0.7,0.4,1.2999999999999998,0.0009629472034194812
1.2,0.4,2.0,0.45,0.20000000000000007,0.95,0.00011717760649137198
