source_coupling,source_field,source_temperature,target_coupling,target_field,target_temperature,fit_error
0.2,-0.4,0.6,1.2,-0.4,0.6,0.31567043137061923
0.2,-0.4,0.95,1.2,-0.4,0.6,0.10942623056542745
0.2,-0.4,1.2999999999999998,1.2,-0.4,0.6,0.04121053597238027
0.2,-0.4,1.65,1.2,-0.4,0.6,0.016449363439575215
0.2,-0.4,2.0,1.2,-0.4,0.6,0.006452940375830289
0.2,-0.2,0.6,1.2,-0.4,0.6,0.08826323463336459
0.2,-0.2,0.95,1.2,-0.4,0.6,0.013814335376545143
0.2,-0.2,1.2999999999999998,1.2,-0.4,0.6,0.0017718399076772778
0.2,-0.2,1.65,0.95,-0.4,0.6,7.152869340064477e-05
0.2,-0.2,2.0,0.45,-0.4,0.6,1.0247073687233641e-05
0.2,0.0,0.6,0.45,0.0,0.6,1.46693329491123e-06
0.2,0.0,0.95,0.45,0.0,0.6,4.691162986325392e-07
0.2,0.0,1.2999999999999998,0.2,0.0,0.6,1.1142620382535799e-07
0.2,0.0,1.65,0.2,0.0,0.6,2.609384482004485e-09
0.2,0.0,2.0,1.2,0.0,0.95,9.541748399851065e-10
0.2,0.20000000000000007,0.6,1.2,0.4,0.6,0.08816808191822381
0.2,0.20000000000000007,0.95,1.2,0.4,0.6,0.013711822967976486
0.2,0.20000000000000007,1.2999999999999998,1.2,0.4,0.6,0.0017109583707508073
0.2,0.20000000000000007,1.65,1.2,0.4,0.6,4.7918893843337445e-05
0.2,0.20000000000000007,2.0,0.45,0.4,0.6,8.63569237722005e-06
0.2,0.4,0.6,1.2,0.4,0.6,0.31523881996288017
0.2,0.4,0.95,1.2,0.4,0.6,0.10911002583731429
0.2,0.4,1.2999999999999998,1.2,0.4,0.6,0.04097156646206551
0.2,0.4,1.65,1.2,0.4,0.6,0.016271364986395875
0.2,0.4,2.0,1.2,0.4,0.6,0.006322190166197212
0.45,-0.4,0.6,1.2,-0.4,0.6,0.481427555220114
0.45,-0.4,0.95,1.2,-0.4,0.6,0.20177028950855155
0.45,-0.4,1.2999999999999998,1.2,-0.4,0.6,0.07564919914615027
0.45,-0.4,1.65,1.2,-0.4,0.6,0.0298086636210817
0.45,-0.4,2.0,1.2,-0.4,0.6,0.011986668403881915
0.45,-0.2,0.6,1.2,-0.4,0.6,0.2621662149461438
0.45,-0.2,0.95,1.2,-0.4,0.6,0.045093960164815504
0.45,-0.2,1.2999999999999998,1.2,-0.4,0.6,0.007333039052738138
0.45,-0.2,1.65,1.2,-0.4,0.6,0.0006507908180762045
0.45,-0.2,2.0,0.95,-0.4,0.6,5.113206979453668e-05
0.45,0.0,0.6,1.2,0.0,0.6,3.9841569971022806e-05
0.45,0.0,0.95,0.7,0.0,0.6,2.1126171671315493e-06
0.45,0.0,1.2999999999999998,0.7,0.0,0.6,1.9764698049041147e-06
0.45,0.0,1.65,0.45,0.0,0.6,3.3225999515433424e-08
0.45,0.0,2.0,0.45,0.0,0.6,2.5065712731151675e-07
0.45,0.20000000000000007,0.6,1.2,0.4,0.6,0.2630183476576619
0.45,0.20000000000000007,0.95,1.2,0.4,0.6,0.04522001418689797
0.45,0.20000000000000007,1.2999999999999998,1.2,0.4,0.6,0.007328085595127704
0.45,0.20000000000000007,1.65,1.2,0.4,0.6,0.0006368777360406316
0.45,0.20000000000000007,2.0,0.95,0.4,0.6,4.935969918288408e-05
0.45,0.4,0.6,1.2,0.4,0.6,0.4816382104902126
0.45,0.4,0.95,1.2,0.4,0.6,0.2018344067883979
0.45,0.4,1.2999999999999998,1.2,0.4,0.6,0.07558703809514711
0.45,0.4,1.65,1.2,0.4,0.6,0.029716564334563426
0.45,0.4,2.0,1.2,0.4,0.6,0.011900406740918931
0.7,-0.4,0.6,1.2,-0.4,0.6,0.5803399667050607
0.7,-0.4,0.95,1.2,-0.4,0.6,0.32839420818671794
0.7,-0.4,1.2999999999999998,1.2,-0.4,0.6,0.1368276769320674
0.7,-0.4,1.65,1.2,-0.4,0.6,0.05394590549873136
0.7,-0.4,2.0,1.2,-0.4,0.6,0.02182298233210906
0.7,-0.2,0.6,1.2,-0.4,0.6,0.44605686010451084
0.7,-0.2,0.95,1.2,-0.4,0.6,0.13388023704809293
0.7,-0.2,1.2999999999999998,1.2,-0.4,0.6,0.02450563176005947
0.7,-0.2,1.65,1.2,-0.4,0.6,0.00376951216940445
0.7,-0.2,2.0,1.2,-0.4,0.6,0.00014655830083164356
0.7,0.0,0.6,1.2,0.0,0.6,0.012478809060080061
0.7,0.0,0.95,1.2,0.0,0.6,3.147521149390518e-05
0.7,0.0,1.2999999999999998,0.95,0.0,0.6,1.3617535782907106e-06
0.7,0.0,1.65,0.7,0.0,0.6,6.389736272137252e-08
0.7,0.0,2.0,0.7,0.0,0.6,1.774376633626232e-06
0.7,0.20000000000000007,0.6,1.2,0.4,0.6,0.4485242965414064
0.7,0.20000000000000007,0.95,1.2,0.4,0.6,0.13473405657906
0.7,0.20000000000000007,1.2999999999999998,1.2,0.4,0.6,0.024670646936959428
0.7,0.20000000000000007,1.65,1.2,0.4,0.6,0.0037927704148323776
0.7,0.20000000000000007,2.0,1.2,0.4,0.6,0.00014657285950408846
0.7,0.4,0.6,1.2,0.4,0.6,0.5812222692244974
0.7,0.4,0.95,1.2,0.4,0.6,0.32906316081696474
0.7,0.4,1.2999999999999998,1.2,0.4,0.6,0.13709566043837806
0.7,0.4,1.65,1.2,0.4,0.6,0.05400807615268232
0.7,0.4,2.0,1.2,0.4,0.6,0.021811309059216473
0.95,-0.4,0.6,1.2,-0.4,0.6,0.6155606502226986
0.95,-0.4,0.95,1.2,-0.4,0.6,0.44278827227969664
0.95,-0.4,1.2999999999999998,1.2,-0.4,0.6,0.2283453623683377
0.95,-0.4,1.65,1.2,-0.4,0.6,0.09621214029676137
0.95,-0.4,2.0,1.2,-0.4,0.6,0.03922830627753297
0.95,-0.2,0.6,1.2,-0.4,0.6,0.47062000265649945
0.95,-0.2,0.95,1.2,-0.4,0.6,0.2775037216519494
0.95,-0.2,1.2999999999999998,1.2,-0.4,0.6,0.07248684668279481
0.95,-0.2,1.65,1.2,-0.4,0.6,0.013613910098958473
0.95,-0.2,2.0,1.2,-0.4,0.6,0.0018024137596978748
0.95,0.0,0.6,1.2,0.20000000000000007,0.6,0.05292306330368782
0.95,0.0,0.95,1.2,0.0,0.6,0.0013665571789163373
0.95,0.0,1.2999999999999998,1.2,0.0,0.6,2.8059182701839325e-05
0.95,0.0,1.65,0.95,0.0,0.6,1.0028946511011328e-07
0.95,0.0,2.0,0.7,0.0,0.6,2.212483512274378e-06
0.95,0.20000000000000007,0.6,1.2,0.4,0.6,0.47644058214906365
0.95,0.20000000000000007,0.95,1.2,0.4,0.6,0.27988014303822045
0.95,0.20000000000000007,1.2999999999999998,1.2,0.4,0.6,0.07318519938816434
0.95,0.20000000000000007,1.65,1.2,0.4,0.6,0.013759634367754767
0.95,0.20000000000000007,2.0,1.2,0.4,0.6,0.001824120059370327
0.95,0.4,0.6,1.2,0.4,0.6,0.6172013147148698
0.95,0.4,0.95,1.2,0.4,0.6,0.4441859333567601
0.95,0.4,1.2999999999999998,1.2,0.4,0.6,0.2291636280432201
0.95,0.4,1.65,1.2,0.4,0.6,0.09655954127389335
0.95,0.4,2.0,1.2,0.4,0.6,0.039350675945335506
1.2,-0.4,0.6,1.2,-0.4,0.6,0.5921126011112207
1.2,-0.4,0.95,1.2,-0.4,0.6,0.5147764474232455
1.2,-0.4,1.2999999999999998,1.2,-0.4,0.6,0.3297979419920102
1.2,-0.4,1.65,1.2,-0.4,0.6,0.16219200184222887
1.2,-0.4,2.0,1.2,-0.4,0.6,0.06930481159913075
1.2,-0.2,0.6,1.2,-0.4,0.6,0.2140369605171683
1.2,-0.2,0.95,1.2,-0.4,0.6,0.37348167389045434
1.2,-0.2,1.2999999999999998,1.2,-0.4,0.6,0.16765912074323402
1.2,-0.2,1.65,1.2,-0.4,0.6,0.04075855244336561
1.2,-0.2,2.0,1.2,-0.4,0.6,0.007540799614764747
1.2,0.0,0.6,1.2,0.20000000000000007,0.6,0.07370079180709546
1.2,0.0,0.95,1.2,0.0,0.6,0.022922665660587354
1.2,0.0,1.2999999999999998,1.2,0.0,0.6,0.00043611819540082826
1.2,0.0,1.65,1.2,0.0,0.6,2.621132154382623e-05
1.2,0.0,2.0,1.2,0.0,0.6,2.2939261143501882e-07
1.2,0.20000000000000007,0.6,1.2,0.4,0.6,0.23012701879765723
