source_coupling,source_field,source_temperature,target_coupling,target_field,target_temperature,fit_error
0.7,-0.4,0.95,0.45,-0.4,0.6,0.0412942667562029
0.7,-0.4,1.2999999999999998,0.2,-0.4,0.6,0.017749987311427216
0.7,-0.4,1.65,0.2,-0.4,0.95,0.008664167965816214
0.7,-0.4,2.0,0.2,-0.4,1.2999999999999998,0.005625365545826266
0.7,-0.2,0.6,0.45,-0.4,0.6,0.05463027537681288
0.7,-0.2,0.95,0.2,-0.4,0.6,0.010733462474130161
0.7,-0.2,1.2999999999999998,0.2,-0.4,1.2999999999999998,0.004062677476909115
0.7,-0.2,1.65,0.2,-0.4,2.0,0.0028040720112654564
0.7,-0.2,2.0,0.2,-0.2,1.2999999999999998,0.002085594356610063
0.7,0.0,0.6,0.7,0.0,0.6,7.960451283378343e-05
0.7,0.0,0.95,0.2,0.0,2.0,0.0001590628165769582
0.7,0.0,1.2999999999999998,0.2,0.0,2.0,0.000402783793035637
0.7,0.0,1.65,0.2,0.0,2.0,0.0005145103325631836
0.7,0.0,2.0,0.2,0.0,2.0,0.0005747282756257783
0.7,0.20000000000000007,0.6,0.7,0.4,0.6,0.05091434434548498
0.7,0.20000000000000007,0.95,0.2,0.4,0.6,0.010476906798669297
0.7,0.20000000000000007,1.2999999999999998,0.2,0.4,1.2999999999999998,0.0032752412211757625
0.7,0.20000000000000007,1.65,0.2,0.4,2.0,0.00210692961567928
0.7,0.20000000000000007,2.0,0.2,0.20000000000000007,1.2999999999999998,0.001552160264781528
0.7,0.4,0.6,0.7,0.4,0.6,0.11226871107015296
0.7,0.4,0.95,0.45,0.4,0.6,0.03749163525832405
0.7,0.4,1.2999999999999998,0.2,0.4,0.6,0.016772343207902114
0.7,0.4,1.65,0.2,0.4,0.95,0.007546748198472167
0.7,0.4,2.0,0.2,0.4,1.2999999999999998,0.004583420921374366
0.95,-0.4,0.6,0.7,-0.4,0.6,0.12514690748381763
0.95,-0.4,0.95,0.45,-0.4,0.6,0.06397219366046662
0.95,-0.4,1.2999999999999998,0.2,-0.4,0.6,0.017979015743545802
0.95,-0.4,1.65,0.2,-0.4,0.95,0.013543633030926613
0.95,-0.4,2.0,0.2,-0.2,0.6,0.00808910791912354
0.95,-0.2,0.6,0.7,-0.4,0.6,0.04137760740654732
0.95,-0.2,0.95,0.45,-0.4,0.6,0.01333011283786686
0.95,-0.2,1.2999999999999998,0.2,-0.4,0.95,0.0043184404958602944
0.95,-0.2,1.65,0.2,-0.4,1.2999999999999998,0.003018096948029995
0.95,-0.2,2.0,0.2,-0.4,2.0,0.0018251140926577591
0.95,0.0,0.6,1.2,0.0,0.6,0.0016341015250344298
0.95,0.0,0.95,1.2,0.0,1.65,0.00013600307226092304
0.95,0.0,1.2999999999999998,0.2,0.0,2.0,0.00016708179352103916
0.95,0.0,1.65,0.2,0.0,2.0,0.0003613594257606257
0.95,0.0,2.0,0.2,0.0,2.0,0.00046769764578040316
0.95,0.20000000000000007,0.6,0.7,0.4,0.6,0.040079644110803725
0.95,0.20000000000000007,0.95,0.45,0.4,0.6,0.012321622760787809
0.95,0.20000000000000007,1.2999999999999998,0.2,0.4,0.95,0.0036599769859824126
0.95,0.20000000000000007,1.65,0.2,0.4,1.2999999999999998,0.002756220471538525
0.95,0.20000000000000007,2.0,0.2,0.4,2.0,0.0014126865404982746
0.95,0.4,0.6,0.7,0.4,0.6,0.1171096304836967
0.95,0.4,0.95,0.45,0.4,0.6,0.05938449380002178
0.95,0.4,1.2999999999999998,0.2,0.4,0.6,0.016165372227571993
0.95,0.4,1.65,0.2,0.4,0.95,0.011808755235916337
0.95,0.4,2.0,0.2,0.20000000000000007,0.6,0.006917272029125104
1.2,-0.4,0.6,0.7,-0.4,0.6,0.09915000087147663
1.2,-0.4,0.95,0.7,-0.4,0.6,0.0803879093755421
1.2,-0.4,1.2999999999999998,0.45,-0.4,0.6,0.030654370492213374
1.2,-0.4,1.65,0.2,-0.4,0.6,0.010395510110586918
1.2,-0.4,2.0,0.2,-0.4,0.95,0.006920433046914857
1.2,-0.2,0.6,1.2,-0.2,0.6,0.0466561963325135
1.2,-0.2,0.95,0.7,-0.4,0.6,0.018438315549855762
1.2,-0.2,1.2999999999999998,0.2,-0.4,0.6,0.0024746854757566527
1.2,-0.2,1.65,0.2,-0.2,0.6,0.003196541003664321
1.2,-0.2,2.0,0.2,-0.4,1.65,0.0017109220171634832
1.2,0.0,0.6,1.2,0.0,0.6,0.005056923030219659
1.2,0.0,0.95,1.2,0.0,0.95,0.0008127994696103044
1.2,0.0,1.2999999999999998,0.45,0.0,2.0,2.8481475195154558e-05
1.2,0.0,1.65,0.2,0.0,2.0,0.0001717017981044446
1.2,0.0,2.0,0.2,0.0,2.0,0.00033316671163972173
1.2,0.20000000000000007,0.6,1.2,0.20000000000000007,0.6,0.04639047819613343
1.2,0.20000000000000007,0.95,0.7,0.4,0.6,0.0176316128206084
1.2,0.20000000000000007,1.2999999999999998,0.2,0.4,0.6,0.0024056027725041992
1.2,0.20000000000000007,1.65,0.2,0.20000000000000007,0.6,0.0027237167382292153
1.2,0.20000000000000007,2.0,0.2,0.4,1.65,0.001333384299791307
1.2,0.4,0.6,0.7,0.4,0.6,0.09334490820455268
1.2,0.4,0.95,0.7,0.4,0.6,0.07472465956524206
1.2,0.4,1.2999999999999998,0.45,0.4,0.6,0.027986977193274
1.2,0.4,1.65,0.2,0.4,0.6,0.009635109251592246
1.2,0.4,2.0,0.2,0.4,0.95,0.005868572958751651
