source_coupling,source_field,source_temperature,target_coupling,target_field,target_temperature,fit_error
0.2,-0.4,0.6,1.2,-0.4,0.6,0.24230203247953203
0.2,-0.4,0.95,1.2,-0.4,0.6,0.08959022896937831
0.2,-0.4,1.2999999999999998,1.2,-0.4,0.6,0.03375308519456787
0.2,-0.4,1.65,1.2,-0.4,0.6,0.01332287716944621
0.2,-0.4,2.0,1.2,-0.4,0.6,0.005388681172177296
0.2,-0.2,0.6,1.2,-0.4,0.6,0.06496023541171982
0.2,-0.2,0.95,1.2,-0.4,0.6,0.012304160329832437
0.2,-0.2,1.2999999999999998,1.2,-0.4,0.6,0.00267663671244961
0.2,-0.2,1.65,0.95,-0.4,0.6,0.0015867400803765027
0.2,-0.2,2.0,0.2,-0.4,0.6,0.0014170404935434952
0.2,0.0,0.6,1.2,0.0,0.6,0.0010433304219519622
0.2,0.0,0.95,1.2,0.0,0.6,0.0005060548558389182
0.2,0.0,1.2999999999999998,1.2,0.0,0.6,0.0003508974910746775
0.2,0.0,1.65,1.2,0.0,0.6,0.0002811453640431124
0.2,0.0,2.0,1.2,0.0,0.6,0.00024230364541187377
0.2,0.20000000000000007,0.6,1.2,0.4,0.6,0.06809301074143068
0.2,0.20000000000000007,0.95,1.2,0.4,0.6,0.012921223617442428
0.2,0.20000000000000007,1.2999999999999998,1.2,0.4,0.6,0.002529359044993167
0.2,0.20000000000000007,1.65,0.95,0.4,0.6,0.0011492704326953398
0.2,0.20000000000000007,2.0,0.45,0.4,0.6,0.0010186010190836512
0.2,0.4,0.6,1.2,0.4,0.6,0.2472582902185378
0.2,0.4,0.95,1.2,0.4,0.6,0.0921125759908464
0.2,0.4,1.2999999999999998,1.2,0.4,0.6,0.03495004682677649
0.2,0.4,1.65,1.2,0.4,0.6,0.013841719759459211
0.2,0.4,2.0,1.2,0.4,0.6,0.005523925247010307
0.45,-0.4,0.6,1.2,-0.4,0.6,0.19864617398641285
0.45,-0.4,0.95,1.2,-0.4,0.6,0.11534171015381495
0.45,-0.4,1.2999999999999998,1.2,-0.4,0.6,0.054039411076045596
0.45,-0.4,1.65,1.2,-0.4,0.6,0.024246060590642344
0.45,-0.4,2.0,1.2,-0.4,0.6,0.01088606296579924
