model,coupling,field,temperature,t,mean_m,var_m,n
model_4,0.7,0.20000000000000007,0.95,19,0.3222178820343408,0.07887761711169927,30
model_4,0.7,0.20000000000000007,0.95,20,0.3303547739366777,0.07419432051598329,30
model_4,0.7,0.20000000000000007,1.2999999999999998,0,0.016666666666666666,0.24138888888888888,30
model_4,0.7,0.20000000000000007,1.2999999999999998,1,0.04088093450032852,0.21626144165888272,30
model_4,0.7,0.20000000000000007,1.2999999999999998,2,0.06468277722383713,0.1934886951905241,30
model_4,0.7,0.20000000000000007,1.2999999999999998,3,0.08647324206684337,0.17297520747697825,30
model_4,0.7,0.20000000000000007,1.2999999999999998,4,0.10620023590717412,0.15454494731255644,30
model_4,0.7,0.20000000000000007,1.2999999999999998,5,0.1240956824369266,0.1380093958782841,30
model_4,0.7,0.20000000000000007,1.2999999999999998,6,0.1404071339163508,0.1231896601734682,30
model_4,0.7,0.20000000000000007,1.2999999999999998,7,0.1553482178163534,0.10992014146021792,30
model_4,0.7,0.20000000000000007,1.2999999999999998,8,0.169095584099062,0.09804853858256478,30
model_4,0.7,0.20000000000000007,1.2999999999999998,9,0.18179444505288547,0.08743529464628245,30
model_4,0.7,0.20000000000000007,1.2999999999999998,10,0.1935646582856572,0.07795297285535485,30
model_4,0.7,0.20000000000000007,1.2999999999999998,11,0.20450586740819202,0.06948559919013696,30
model_4,0.7,0.20000000000000007,1.2999999999999998,12,0.21470160700344829,0.06192796697738342,30
model_4,0.7,0.20000000000000007,1.2999999999999998,13,0.22422253462828723,0.05518491000535333,30
model_4,0.7,0.20000000000000007,1.2999999999999998,14,0.23312896830226654,0.04917055955722672,30
model_4,0.7,0.20000000000000007,1.2999999999999998,15,0.24147287961295152,0.043807602628469104,30
model_4,0.7,0.20000000000000007,1.2999999999999998,16,0.24929946166791855,0.03902655664228284,30
model_4,0.7,0.20000000000000007,1.2999999999999998,17,0.2566483651860595,0.0347650725838648,30
model_4,0.7,0.20000000000000007,1.2999999999999998,18,0.2635546754507501,0.03096727492475379,30
model_4,0.7,0.20000000000000007,1.2999999999999998,19,0.2700496867690848,0.027583143570342805,30
model_4,0.7,0.20000000000000007,1.2999999999999998,20,0.2761615185591229,0.024567940523220148,30
model_4,0.7,0.20000000000000007,1.65,0,0.016666666666666666,0.24138888888888888,30
model_4,0.7,0.20000000000000007,1.65,1,0.037667489541907205,0.20491537138888255,30
model_4,0.7,0.20000000000000007,1.65,2,0.057526477366008855,0.1738178115988417,30
model_4,0.7,0.20000000000000007,1.65,3,0.07552885558760718,0.14735816385190056,30
model_4,0.7,0.20000000000000007,1.65,4,0.09171936655077749,0.1248734335421482,30
model_4,0.7,0.20000000000000007,1.65,5,0.10629348453828114,0.10578302044419807,30
model_4,0.7,0.20000000000000007,1.65,6,0.11945096073789216,0.08958550728245875,30
model_4,0.7,0.20000000000000007,1.65,7,0.13136595635448076,0.07585021844147899,30
model_4,0.7,0.20000000000000007,1.65,8,0.14218527788439092,0.06420831297080128,30
model_4,0.7,0.20000000000000007,1.65,9,0.1520324002821518,0.054344576354654776,30
model_4,0.7,0.20000000000000007,1.65,10,0.16101189669004828,0.045990098358397104,30
model_4,0.7,0.20000000000000007,1.65,11,0.16921316273203413,0.03891581502962898,30
model_4,0.7,0.20000000000000007,1.65,12,0.17671335283651846,0.03292685183957254,30
model_4,0.7,0.20000000000000007,1.65,13,0.1835796589053683,0.02785759660918631,30
model_4,0.7,0.20000000000000007,1.65,14,0.18987107768590966,0.023567429356661646,30
model_4,0.7,0.20000000000000007,1.65,15,0.19563978857848932,0.01993703735757389,30
model_4,0.7,0.20000000000000007,1.65,16,0.2009322359295173,0.01686524677594512,30
model_4,0.7,0.20000000000000007,1.65,17,0.20578998687615996,0.014266306712098163,30
model_4,0.7,0.20000000000000007,1.65,18,0.2102504181007017,0.012067566893773855,30
model_4,0.7,0.20000000000000007,1.65,19,0.21434727151899888,0.010207496032154033,30
model_4,0.7,0.20000000000000007,1.65,20,0.2181111089596652,0.008633993702411339,30
model_4,0.7,0.20000000000000007,2.0,0,0.016666666666666666,0.24138888888888888,30
model_4,0.7,0.20000000000000007,2.0,1,0.034945282822744485,0.19560895556610605,30
model_4,0.7,0.20000000000000007,2.0,2,0.051711371609173426,0.15843692652679547,30
model_4,0.7,0.20000000000000007,2.0,3,0.06668639647878842,0.12828308973491245,30
model_4,0.7,0.20000000000000007,2.0,4,0.07998329941440047,0.10383951231944037,30
model_4,0.7,0.20000000000000007,2.0,5,0.091791931062823,0.0840350469496416,30
model_4,0.7,0.20000000000000007,2.0,6,0.10229685179636915,0.06799571054384519,30
model_4,0.7,0.20000000000000007,2.0,7,0.11165977886793134,0.05500989892376951,30
model_4,0.7,0.20000000000000007,2.0,8,0.12001905315541235,0.04449903765444996,30
model_4,0.7,0.20000000000000007,2.0,9,0.12749286410057234,0.03599322104410672,30
model_4,0.7,0.20000000000000007,2.0,10,0.13418273022984248,0.0291111333419262,30
model_4,0.7,0.20000000000000007,2.0,11,0.14017645082376057,0.02354356586888126,30
model_4,0.7,0.20000000000000007,2.0,12,0.14555046318336243,0.01903992549372049,30
model_4,0.7,0.20000000000000007,2.0,13,0.1503717019054701,0.015397217369880095,30
model_4,0.7,0.20000000000000007,2.0,14,0.15469907118305992,0.01245106541933685,30
model_4,0.7,0.20000000000000007,2.0,15,0.15858462247096183,0.010068405162297617,30
model_4,0.7,0.20000000000000007,2.0,16,0.1620745080884886,0.008141545037109668,30
model_4,0.7,0.20000000000000007,2.0,17,0.16520976329229362,0.006583344906051326,30
model_4,0.7,0.20000000000000007,2.0,18,0.16802695568602663,0.0053233048338017135,30
model_4,0.7,0.20000000000000007,2.0,19,0.17055873078215184,0.004304394395198148,30
model_4,0.7,0.20000000000000007,2.0,20,0.172834275207894,0.003480483670790795,30
model_4,0.7,0.4,0.6,0,0.016666666666666666,0.24138888888888888,30
model_4,0.7,0.4,0.6,1,0.0864721524932781,0.23981994048251043,30
model_4,0.7,0.4,0.6,2,0.1609518737989632,0.2341753226758107,30
model_4,0.7,0.4,0.6,3,0.22633636898008141,0.22844504213836014,30
model_4,0.7,0.4,0.6,4,0.2818524521121145,0.22313284249059948,30
model_4,0.7,0.4,0.6,5,0.3288291513388397,0.21803315369922077,30
model_4,0.7,0.4,0.6,6,0.36871775937514706,0.21295246302170748,30
model_4,0.7,0.4,0.6,7,0.4027717346416817,0.20778711573761552,30
model_4,0.7,0.4,0.6,8,0.4320278507578966,0.20250021522287104,30
model_4,0.7,0.4,0.6,9,0.45733589058808854,0.19709456722249,30
model_4,0.7,0.4,0.6,10,0.4793911473549998,0.1915938489389486,30
model_4,0.7,0.4,0.6,11,0.4987624193070875,0.18603088886530292,30
model_4,0.7,0.4,0.6,12,0.5159151042796961,0.18044076697693495,30
model_4,0.7,0.4,0.6,13,0.5312300901556604,0.1748569854303569,30
model_4,0.7,0.4,0.6,14,0.5450191860522113,0.16930953847589972,30
model_4,0.7,0.4,0.6,15,0.5575377286064249,0.16382412548852737,30
model_4,0.7,0.4,0.6,16,0.5689948830231997,0.1584220270676411,30
model_4,0.7,0.4,0.6,17,0.5795620620804428,0.1531203438123214,30
model_4,0.7,0.4,0.6,18,0.5893798078486137,0.14793241320129447,30
model_4,0.7,0.4,0.6,19,0.5985634172987907,0.14286829407172746,30
model_4,0.7,0.4,0.6,20,0.607207541321942,0.1379352550783873,30
model_4,0.7,0.4,0.95,0,0.016666666666666666,0.24138888888888888,30
model_4,0.7,0.4,0.95,1,0.07276731430746038,0.22684113118709257,30
model_4,0.7,0.4,0.95,2,0.12997950556742965,0.21131035234374235,30
model_4,0.7,0.4,0.95,3,0.18185101772912948,0.19613406120922122,30
model_4,0.7,0.4,0.95,4,0.22801762161716285,0.1816238154815612,30
model_4,0.7,0.4,0.95,5,0.26915968774488164,0.16783326362333453,30
model_4,0.7,0.4,0.95,6,0.30602536224409704,0.15478024471698337,30
model_4,0.7,0.4,0.95,7,0.339263090011973,0.14247738782014058,30
model_4,0.7,0.4,0.95,8,0.36941044730329964,0.13093118965923733,30
model_4,0.7,0.4,0.95,9,0.39690960324534486,0.12013950343709497,30
model_4,0.7,0.4,0.95,10,0.4221244946671851,0.1100909944664678,30
model_4,0.7,0.4,0.95,11,0.4453555274690009,0.1007660180830839,30
model_4,0.7,0.4,0.95,12,0.466851565491279,0.09213815629372661,30
model_4,0.7,0.4,0.95,13,0.4868196145720984,0.08417592306704284,30
model_4,0.7,0.4,0.95,14,0.5054326366747685,0.07684437754471468,30
model_4,0.7,0.4,0.95,15,0.5228358591951611,0.0701065267978853,30
model_4,0.7,0.4,0.95,16,0.5391518735366198,0.06392448012941979,30
model_4,0.7,0.4,0.95,17,0.5544847585460948,0.05826035930310318,30
model_4,0.7,0.4,0.95,18,0.56892341781058,0.053076989301818416,30
model_4,0.7,0.4,0.95,19,0.5825442827382605,0.04833840193985894,30
model_4,0.7,0.4,0.95,20,0.595413503729346,0.04401018562598472,30
model_4,0.7,0.4,1.2999999999999998,0,0.016666666666666666,0.24138888888888888,30
model_4,0.7,0.4,1.2999999999999998,1,0.06543765660212326,0.214126002687348,30
model_4,0.7,0.4,1.2999999999999998,2,0.11298156801920595,0.18901566325050587,30
model_4,0.7,0.4,1.2999999999999998,3,0.1563179127012303,0.16632991929292426,30
model_4,0.7,0.4,1.2999999999999998,4,0.19535406399718339,0.1460233371418645,30
model_4,0.7,0.4,1.2999999999999998,5,0.230548993857185,0.12794295979925754,30
model_4,0.7,0.4,1.2999999999999998,6,0.2623981323658232,0.11191074929183528,30
model_4,0.7,0.4,1.2999999999999998,7,0.29133411282216454,0.09774450772897297,30
model_4,0.7,0.4,1.2999999999999998,8,0.3177190929549002,0.08526504500881125,30
model_4,0.7,0.4,1.2999999999999998,9,0.34185471247023014,0.07430020211960914,30
model_4,0.7,0.4,1.2999999999999998,10,0.3639934548869087,0.06468757794477643,30
model_4,0.7,0.4,1.2999999999999998,11,0.3843483063016374,0.056276277861391145,30
model_4,0.7,0.4,1.2999999999999998,12,0.4031004711009397,0.04892783897437854,30
model_4,0.7,0.4,1.2999999999999998,13,0.42040544737475294,0.04251650093219764,30
model_4,0.7,0.4,1.2999999999999998,14,0.43639780331635925,0.036928993208388564,30
model_4,0.7,0.4,1.2999999999999998,15,0.45119494070135546,0.032063990272210546,30
model_4,0.7,0.4,1.2999999999999998,16,0.4649000707191639,0.027831357472001432,30
model_4,0.7,0.4,1.2999999999999998,17,0.4776045769035095,0.024151281382325824,30
model_4,0.7,0.4,1.2999999999999998,18,0.4893899003431608,0.020953352840962187,30
model_4,0.7,0.4,1.2999999999999998,19,0.5003290517840854,0.018175650176962616,30
model_4,0.7,0.4,1.2999999999999998,20,0.5104878316592303,0.015763854118404974,30
model_4,0.7,0.4,1.65,0,0.016666666666666666,0.24138888888888888,30
model_4,0.7,0.4,1.65,1,0.05962987328084234,0.20326978431682638,30
model_4,0.7,0.4,1.65,2,0.10000658861069968,0.1706822607320495,30
model_4,0.7,0.4,1.65,3,0.1364707509408366,0.14301542987057866,30
model_4,0.7,0.4,1.65,4,0.16913156437072463,0.11963572343512004,30
model_4,0.7,0.4,1.65,5,0.19839001324857503,0.09994351191434171,30
model_4,0.7,0.4,1.65,6,0.22465755857635825,0.08339990706738594,30
model_4,0.7,0.4,1.65,7,0.2482968489409153,0.0695308642833841,30
model_4,0.7,0.4,1.65,8,0.2696171669440472,0.05792434909952596,30
model_4,0.7,0.4,1.65,9,0.28888156149833966,0.04822531207352707,30
model_4,0.7,0.4,1.65,10,0.30631505449363217,0.04012991365574009,30
model_4,0.7,0.4,1.65,11,0.3221116493166165,0.033379601632801535,30
model_4,0.7,0.4,1.65,12,0.33643992110822457,0.027755374961808185,30
model_4,0.7,0.4,1.65,13,0.34944740741171765,0.023072431243411694,30
model_4,0.7,0.4,1.65,14,0.3612640604798452,0.019175303631390053,30
model_4,0.7,0.4,1.65,15,0.3720049808414161,0.015933529196851738,30
model_4,0.7,0.4,1.65,16,0.38177260207313596,0.013237848265497933,30
model_4,0.7,0.4,1.65,17,0.3906584551927975,0.010996907959385196,30
model_4,0.7,0.4,1.65,18,0.3987446091404498,0.00913442858714057,30
model_4,0.7,0.4,1.65,19,0.4061048598381681,0.007586784933374201,30
model_4,0.7,0.4,1.65,20,0.41280572245301483,0.006300953082648958,30
model_4,0.7,0.4,2.0,0,0.016666666666666666,0.24138888888888888,30
model_4,0.7,0.4,2.0,1,0.054634678847065306,0.19442366880273354,30
model_4,0.7,0.4,2.0,2,0.08930082976801763,0.15632455069453965,30
model_4,0.7,0.4,2.0,3,0.12017098862330292,0.12552000786029627,30
model_4,0.7,0.4,2.0,4,0.1474972871647152,0.10067796439343006,30
model_4,0.7,0.4,2.0,5,0.17167931482510337,0.08068352665377518,30
model_4,0.7,0.4,2.0,6,0.19310536615202784,0.06461553177648183,30
model_4,0.7,0.4,2.0,7,0.212117725479569,0.05171886940089767,30
model_4,0.7,0.4,2.0,8,0.22901114183026836,0.04137791239805643,30
model_4,0.7,0.4,2.0,9,0.24403886489981588,0.03309283484113332,30
model_4,0.7,0.4,2.0,10,0.2574193581071234,0.02645916788502702,30
model_4,0.7,0.4,2.0,11,0.2693420933338133,0.021150473907527875,30
model_4,0.7,0.4,2.0,12,0.2799722542797446,0.016903852301721617,30
model_4,0.7,0.4,2.0,13,0.28945450721836213,0.013507933052973146,30
model_4,0.7,0.4,2.0,14,0.2979160365402247,0.010793007362116492,30
model_4,0.7,0.4,2.0,15,0.30546901252391795,0.00862296391425534,30
model_4,0.7,0.4,2.0,16,0.31221262065521865,0.006888731807444522,30
model_4,0.7,0.4,2.0,17,0.31823474963613807,0.005502968658090586,30
model_4,0.7,0.4,2.0,18,0.3236134106722414,0.00439577018504183,30
model_4,0.7,0.4,2.0,19,0.3284179424899206,0.0035112129575477543,30
model_4,0.7,0.4,2.0,20,0.3327100432619496,0.0028045736704798304,30
model_4,0.95,-0.4,0.6,0,0.016666666666666666,0.24138888888888888,30
model_4,0.95,-0.4,0.6,1,-0.04978217433582916,0.24317694472108153,30
model_4,0.95,-0.4,0.6,2,-0.12245067748096804,0.24130474947569275,30
model_4,0.95,-0.4,0.6,3,-0.18564716764163922,0.2398792565605665,30
model_4,0.95,-0.4,0.6,4,-0.23844579076294037,0.23929062376263172,30
model_4,0.95,-0.4,0.6,5,-0.2822347792750129,0.23920303031372614,30
model_4,0.95,-0.4,0.6,6,-0.318539656336545,0.2393122086799788,30
model_4,0.95,-0.4,0.6,7,-0.34868216047773676,0.23942407712402117,30
model_4,0.95,-0.4,0.6,8,-0.3737599825888142,0.2394295467353261,30
model_4,0.95,-0.4,0.6,9,-0.3946767275404498,0.2392750148959823,30
model_4,0.95,-0.4,0.6,10,-0.41217484305691093,0.23894101944233662,30
model_4,0.95,-0.4,0.6,11,-0.4268641317609626,0.23842814214055819,30
model_4,0.95,-0.4,0.6,12,-0.439245417729181,0.2377479954124956,30
model_4,0.95,-0.4,0.6,13,-0.4497300215878521,0.23691758847390973,30
model_4,0.95,-0.4,0.6,14,-0.4586557586235363,0.23595589808668363,30
model_4,0.95,-0.4,0.6,15,-0.4663000768098817,0.2348818596400066,30
model_4,0.95,-0.4,0.6,16,-0.47289084593817504,0.23371326094023756,30
model_4,0.95,-0.4,0.6,17,-0.4786152180611365,0.23246619959055545,30
model_4,0.95,-0.4,0.6,18,-0.48362690421354604,0.2311548834904943,30
model_4,0.95,-0.4,0.6,19,-0.48805215058979995,0.22979163250053336,30
model_4,0.95,-0.4,0.6,20,-0.49199464667377174,0.2283869910355454,30
model_4,0.95,-0.4,0.95,0,0.016666666666666666,0.24138888888888888,30
model_4,0.95,-0.4,0.95,1,-0.03282126292230379,0.2365653216446442,30
model_4,0.95,-0.4,0.95,2,-0.08558575595848614,0.2301367534736052,30
model_4,0.95,-0.4,0.95,3,-0.13277107387786372,0.22370622819352873,30
model_4,0.95,-0.4,0.95,4,-0.17386098297935948,0.2174780241958642,30
model_4,0.95,-0.4,0.95,5,-0.2096219772578596,0.21138004443147246,30
model_4,0.95,-0.4,0.95,6,-0.240896880565022,0.20534594378136256,30
model_4,0.95,-0.4,0.95,7,-0.2684196143838654,0.19934357200485292,30
model_4,0.95,-0.4,0.95,8,-0.2928042293201611,0.19336566440036215,30
model_4,0.95,-0.4,0.95,9,-0.31456055897257,0.18741940905429644,30
model_4,0.95,-0.4,0.95,10,-0.33411138711410787,0.18151921974703475,30
model_4,0.95,-0.4,0.95,11,-0.35180733315103047,0.17568222886967733,30
model_4,0.95,-0.4,0.95,12,-0.3679392628751469,0.16992563204274538,30
model_4,0.95,-0.4,0.95,13,-0.38274856464544293,0.16426522581393915,30
model_4,0.95,-0.4,0.95,14,-0.39643565149412263,0.15871469365532218,30
model_4,0.95,-0.4,0.95,15,-0.4091669971189897,0.15328534872423946,30
model_4,0.95,-0.4,0.95,16,-0.4210809602879925,0.14798614486657422,30
model_4,0.95,-0.4,0.95,17,-0.4322926072929517,0.14282383551601477,30
model_4,0.95,-0.4,0.95,18,-0.44289770534633666,0.13780320497522183,30
model_4,0.95,-0.4,0.95,19,-0.4529760297276397,0.13292732586503275,30
model_4,0.95,-0.4,0.95,20,-0.4625941027588391,0.12819781551426473,30
model_4,0.95,-0.4,1.2999999999999998,0,0.016666666666666666,0.24138888888888888,30
model_4,0.95,-0.4,1.2999999999999998,1,-0.025950282533092204,0.2276613989168331,30
model_4,0.95,-0.4,1.2999999999999998,2,-0.06971810961409904,0.2137841791565749,30
model_4,0.95,-0.4,1.2999999999999998,3,-0.10962792893358897,0.2003951439520523,30
model_4,0.95,-0.4,1.2999999999999998,4,-0.14539126526981347,0.18762259584664973,30
model_4,0.95,-0.4,1.2999999999999998,5,-0.17750361194758751,0.1754702811800691,30
model_4,0.95,-0.4,1.2999999999999998,6,-0.20650948168672512,0.16392983386991652,30
model_4,0.95,-0.4,1.2999999999999998,7,-0.23288055822432624,0.15299446381212245,30
model_4,0.95,-0.4,1.2999999999999998,8,-0.25700805159932355,0.1426571523228686,30
model_4,0.95,-0.4,1.2999999999999998,9,-0.2792138763798889,0.13290843985798653,30
model_4,0.95,-0.4,1.2999999999999998,10,-0.29976295923997437,0.12373547036506206,30
model_4,0.95,-0.4,1.2999999999999998,11,-0.31887379352659523,0.1151219468551554,30
model_4,0.95,-0.4,1.2999999999999998,12,-0.33672708673255347,0.10704856782241445,30
model_4,0.95,-0.4,1.2999999999999998,13,-0.35347278189607884,0.09949366214128073,30
model_4,0.95,-0.4,1.2999999999999998,14,-0.3692357516255153,0.09243386213062384,30
model_4,0.95,-0.4,1.2999999999999998,15,-0.3841204170324927,0.0858447318064747,30
model_4,0.95,-0.4,1.2999999999999998,16,-0.3982144963969564,0.0797013128711404,30
model_4,0.95,-0.4,1.2999999999999998,17,-0.41159204891215373,0.0739785766721317,30
model_4,0.95,-0.4,1.2999999999999998,18,-0.4243159470842079,0.06865178412808254,30
model_4,0.95,-0.4,1.2999999999999998,19,-0.43643988584261534,0.06369676235981986,30
model_4,0.95,-0.4,1.2999999999999998,20,-0.4480100158665577,0.05909010946294634,30
model_4,0.95,-0.4,1.65,0,0.016666666666666666,0.24138888888888888,30
model_4,0.95,-0.4,1.65,1,-0.02213709144182123,0.2182748893750995,30
model_4,0.95,-0.4,1.65,2,-0.06055991203132426,0.19682853226029334,30
model_4,0.95,-0.4,1.65,3,-0.09578296383902281,0.17718227996226474,30
model_4,0.95,-0.4,1.65,4,-0.12768047280859363,0.15928698175113049,30
model_4,0.95,-0.4,1.65,5,-0.15661711145338938,0.1430361654946261,30
model_4,0.95,-0.4,1.65,6,-0.18298885124964956,0.12831440339696776,30
model_4,0.95,-0.4,1.65,7,-0.20713910981842945,0.1150067702655074,30
model_4,0.95,-0.4,1.65,8,-0.22935299832021783,0.10300092678977099,30
model_4,0.95,-0.4,1.65,9,-0.24986578909465038,0.09218824347577255,30
model_4,0.95,-0.4,1.65,10,-0.268872350362984,0.08246479310692177,30
model_4,0.95,-0.4,1.65,11,-0.28653515257765017,0.07373217216953291,30
model_4,0.95,-0.4,1.65,12,-0.30299069286061026,0.06589808174857165,30
model_4,0.95,-0.4,1.65,13,-0.3183545841123232,0.05887665844787878,30
model_4,0.95,-0.4,1.65,14,-0.33272557803122105,0.052588584283226984,30
model_4,0.95,-0.4,1.65,15,-0.346188747913968,0.046961019311484435,30
model_4,0.95,-0.4,1.65,16,-0.3588180108357278,0.041927402070434314,30
model_4,0.95,-0.4,1.65,17,-0.37067813032796487,0.03742715801209331,30
model_4,0.95,-0.4,1.65,18,-0.38182631022202784,0.03340534907489687,30
model_4,0.95,-0.4,1.65,19,-0.3923134664744778,0.029812290369335834,30
model_4,0.95,-0.4,1.65,20,-0.4021852451224476,0.02660315353375669,30
model_4,0.95,-0.4,2.0,0,0.016666666666666666,0.24138888888888888,30
model_4,0.95,-0.4,2.0,1,-0.019231944595888045,0.20955872316275725,30
model_4,0.95,-0.4,2.0,2,-0.0536813860440249,0.1815937407355006,30
model_4,0.95,-0.4,2.0,3,-0.08511457983892547,0.1571455571922519,30
model_4,0.95,-0.4,2.0,4,-0.11353704015967461,0.1358417188147311,30
model_4,0.95,-0.4,2.0,5,-0.13926151027820757,0.11731954162679875,30
model_4,0.95,-0.4,2.0,6,-0.16261719648233805,0.10124510044846372,30
model_4,0.95,-0.4,2.0,7,-0.18389206640628636,0.0873165048994997,30
model_4,0.95,-0.4,2.0,8,-0.2033286954557128,0.07526322948080663,30
model_4,0.95,-0.4,2.0,9,-0.22113077430923272,0.06484444229388758,30
model_4,0.95,-0.4,2.0,10,-0.23747043940837692,0.05584695160440004,30
model_4,0.95,-0.4,2.0,11,-0.2524944722527389,0.04808295534944043,30
model_4,0.95,-0.4,2.0,12,-0.2663292169857956,0.0413877086316307,30
model_4,0.95,-0.4,2.0,13,-0.27908442193134975,0.035617202093386716,30
model_4,0.95,-0.4,2.0,14,-0.2908562370523168,0.030645922302984574,30
model_4,0.95,-0.4,2.0,15,-0.30172956107998017,0.026364743038041823,30
model_4,0.95,-0.4,2.0,16,-0.3117798894372897,0.02267897682802364,30
model_4,0.95,-0.4,2.0,17,-0.32107477866044887,0.019506600762975248,30
model_4,0.95,-0.4,2.0,18,-0.3296750154995759,0.01677665941370764,30
model_4,0.95,-0.4,2.0,19,-0.33763555787624583,0.014427840124269295,30
model_4,0.95,-0.4,2.0,20,-0.34500629892152723,0.01240721115029771,30
model_4,0.95,-0.2,0.6,0,0.016666666666666666,0.24138888888888888,30
model_4,0.95,-0.2,0.6,1,-0.019870431747443622,0.24161534385284358,30
model_4,0.95,-0.2,0.6,2,-0.05979142391648585,0.2407690692863849,30
model_4,0.95,-0.2,0.6,3,-0.09499971249848285,0.24010394499872223,30
model_4,0.95,-0.2,0.6,4,-0.1250460813510326,0.23972226263008986,30
model_4,0.95,-0.2,0.6,5,-0.15055346781931814,0.23952221987153513,30
model_4,0.95,-0.2,0.6,6,-0.17220435342193047,0.23941074421384584,30
model_4,0.95,-0.2,0.6,7,-0.19059882201256606,0.23932455477205106,30
model_4,0.95,-0.2,0.6,8,-0.20624668363336313,0.23922418639554754,30
model_4,0.95,-0.2,0.6,9,-0.21957838173659747,0.23908669435974025,30
model_4,0.95,-0.2,0.6,10,-0.23095693810224807,0.23890013660417567,30
model_4,0.95,-0.2,0.6,11,-0.24068845188068055,0.23865971002430558,30
model_4,0.95,-0.2,0.6,12,-0.2490310170732736,0.2383651038014779,30
model_4,0.95,-0.2,0.6,13,-0.25620225063076085,0.23801870930105037,30
model_4,0.95,-0.2,0.6,14,-0.2623856408315883,0.23762442529790795,30
model_4,0.95,-0.2,0.6,15,-0.26773589993100255,0.23718687412521372,30
model_4,0.95,-0.2,0.6,16,-0.27238347721340284,0.2367108995330431,30
model_4,0.95,-0.2,0.6,17,-0.2764383641833232,0.23620125606704656,30
model_4,0.95,-0.2,0.6,18,-0.27999330295076197,0.23566242725228334,30
model_4,0.95,-0.2,0.6,19,-0.283126491429967,0.235098529169523,30
model_4,0.95,-0.2,0.6,20,-0.2859038642771674,0.2345132695429819,30
model_4,0.95,-0.2,0.95,0,0.016666666666666666,0.24138888888888888,30
model_4,0.95,-0.2,0.95,1,-0.008935793017094953,0.23694362311325667,30
model_4,0.95,-0.2,0.95,2,-0.03630084312328096,0.23214609443882714,30
model_4,0.95,-0.2,0.95,3,-0.060892707887615145,0.22742138361356187,30
model_4,0.95,-0.2,0.95,4,-0.08246046668668162,0.22281516927921544,30
model_4,0.95,-0.2,0.95,5,-0.10137360753048527,0.21830218985013228,30
model_4,0.95,-0.2,0.95,6,-0.11803611444319301,0.21385973299975142,30
model_4,0.95,-0.2,0.95,7,-0.13280169673726022,0.20947468042676115,30
model_4,0.95,-0.2,0.95,8,-0.14596909646322312,0.20514111217712971,30
model_4,0.95,-0.2,0.95,9,-0.1577889590800515,0.20085762338651753,30
model_4,0.95,-0.2,0.95,10,-0.16847133275318038,0.19662540560137864,30
model_4,0.95,-0.2,0.95,11,-0.178192223858571,0.1924469882312373,30
model_4,0.95,-0.2,0.95,12,-0.18709912690394526,0.18832544273926935,30
model_4,0.95,-0.2,0.95,13,-0.19531565968353778,0.18426389688364234,30
model_4,0.95,-0.2,0.95,14,-0.2029454445004452,0.1802652531036609,30
model_4,0.95,-0.2,0.95,15,-0.21007535786920278,0.17633203931463234,30
model_4,0.95,-0.2,0.95,16,-0.21677825162824568,0.17246634391381657,30
model_4,0.95,-0.2,0.95,17,-0.2231152315739466,0.16866980283202032,30
model_4,0.95,-0.2,0.95,18,-0.22913756564076454,0.1649436173547014,30
model_4,0.95,-0.2,0.95,19,-0.23488828189304506,0.1612885888146684,30
model_4,0.95,-0.2,0.95,20,-0.24040350677169137,0.15770516123804595,30
model_4,0.95,-0.2,1.2999999999999998,0,0.016666666666666666,0.24138888888888888,30
model_4,0.95,-0.2,1.2999999999999998,1,-0.005091144175324784,0.2288246286352138,30
model_4,0.95,-0.2,1.2999999999999998,2,-0.02751285590304433,0.21668707363749606,30
model_4,0.95,-0.2,1.2999999999999998,3,-0.048022011613142936,0.20510882891248525,30
model_4,0.95,-0.2,1.2999999999999998,4,-0.06647871198509706,0.1940960191274046,30
model_4,0.95,-0.2,1.2999999999999998,5,-0.08313291522820306,0.1836259562966801,30
model_4,0.95,-0.2,1.2999999999999998,6,-0.09825678879330957,0.17367520562539107,30
model_4,0.95,-0.2,1.2999999999999998,7,-0.1120859154286501,0.16422261730911195,30
model_4,0.95,-0.2,1.2999999999999998,8,-0.12481593716355106,0.15524858406862208,30
model_4,0.95,-0.2,1.2999999999999998,9,-0.13660804695084153,0.14673425393591505,30
model_4,0.95,-0.2,1.2999999999999998,10,-0.14759497655130155,0.13866109332150925,30
model_4,0.95,-0.2,1.2999999999999998,11,-0.15788615311975085,0.13101070979142876,30
model_4,0.95,-0.2,1.2999999999999998,12,-0.1675719530476681,0.12376482477036914,30
model_4,0.95,-0.2,1.2999999999999998,13,-0.17672717985229852,0.11690532229781818,30
model_4,0.95,-0.2,1.2999999999999998,14,-0.18541390271313313,0.1104143297175852,30
model_4,0.95,-0.2,1.2999999999999998,15,-0.19368377270513507,0.10427430543358432,30
model_4,0.95,-0.2,1.2999999999999998,16,-0.20157991300436873,0.09846812059493266,30
model_4,0.95,-0.2,1.2999999999999998,17,-0.20913846163462338,0.09297912853150718,30
model_4,0.95,-0.2,1.2999999999999998,18,-0.21638983080080437,0.08779121977812718,30
model_4,0.95,-0.2,1.2999999999999998,19,-0.22335973502275885,0.08288886274948952,30
model_4,0.95,-0.2,1.2999999999999998,20,-0.23007003064756945,0.07825713127082001,30
model_4,0.95,-0.2,1.65,0,0.016666666666666666,0.24138888888888888,30
