model,coupling,field,temperature,t,mean_m,var_m,n
model_3,0.7,0.20000000000000007,1.2999999999999998,15,0.24412507133454656,0.01028263467382659,30
model_3,0.7,0.20000000000000007,1.2999999999999998,16,0.2507102367988891,0.008321219936268495,30
model_3,0.7,0.20000000000000007,1.2999999999999998,17,0.2566593762316053,0.006731231554675917,30
model_3,0.7,0.20000000000000007,1.2999999999999998,18,0.2620306638886546,0.005442966732986041,30
model_3,0.7,0.20000000000000007,1.2999999999999998,19,0.26687751272382226,0.004399668331218358,30
model_3,0.7,0.20000000000000007,1.2999999999999998,20,0.27124887135064485,0.003555144159313911,30
model_3,0.7,0.20000000000000007,1.65,0,0.016666666666666666,0.24138888888888888,30
model_3,0.7,0.20000000000000007,1.65,1,0.03667419219966994,0.18656504755198533,30
model_3,0.7,0.20000000000000007,1.65,2,0.055004956151591546,0.14458073233187468,30
model_3,0.7,0.20000000000000007,1.65,3,0.07163887350608848,0.11222670317802502,30
model_3,0.7,0.20000000000000007,1.65,4,0.0866248684396734,0.08719813997414402,30
model_3,0.7,0.20000000000000007,1.65,5,0.10005784327287405,0.06779080012999956,30
model_3,0.7,0.20000000000000007,1.65,6,0.11205638895135668,0.052720343824014464,30
model_3,0.7,0.20000000000000007,1.65,7,0.12274724803019173,0.04100718814627131,30
model_3,0.7,0.20000000000000007,1.65,8,0.13225601782780014,0.0318985339670008,30
model_3,0.7,0.20000000000000007,1.65,9,0.14070216333326088,0.02481308936708514,30
model_3,0.7,0.20000000000000007,1.65,10,0.14819666362687603,0.019300616815781445,30
model_3,0.7,0.20000000000000007,1.65,11,0.15484115992162129,0.015011694591522882,30
model_3,0.7,0.20000000000000007,1.65,12,0.16072791714841983,0.011674795631207859,30
model_3,0.7,0.20000000000000007,1.65,13,0.1659402034548234,0.009078751914730374,30
model_3,0.7,0.20000000000000007,1.65,14,0.17055286772813882,0.007059255992448949,30
model_3,0.7,0.20000000000000007,1.65,15,0.17463299578825922,0.005488426889205612,30
model_3,0.7,0.20000000000000007,1.65,16,0.17824058176190533,0.004266721980352143,30
model_3,0.7,0.20000000000000007,1.65,17,0.18142918166054778,0.003316655477507265,30
model_3,0.7,0.20000000000000007,1.65,18,0.18424653269415722,0.0025779138563221888,30
model_3,0.7,0.20000000000000007,1.65,19,0.18673513076337628,0.0020035545012840696,30
model_3,0.7,0.20000000000000007,1.65,20,0.1889327633956222,0.0015570459136225719,30
model_3,0.7,0.20000000000000007,2.0,0,0.016666666666666666,0.24138888888888888,30
model_3,0.7,0.20000000000000007,2.0,1,0.03314873448554868,0.18132011931669303,30
model_3,0.7,0.20000000000000007,2.0,2,0.0478760968498741,0.13642957429893038,30
model_3,0.7,0.20000000000000007,2.0,3,0.060945355731076144,0.10276085216367464,30
model_3,0.7,0.20000000000000007,2.0,4,0.07248298941505683,0.07745175295000362,30
model_3,0.7,0.20000000000000007,2.0,5,0.08262997037203047,0.05839976757273723,30
model_3,0.7,0.20000000000000007,2.0,6,0.0915295955628816,0.04404520239389177,30
model_3,0.7,0.20000000000000007,2.0,7,0.09931978075537623,0.03322381639885305,30
model_3,0.7,0.20000000000000007,2.0,8,0.10612889962152015,0.025063120392439686,30
model_3,0.7,0.20000000000000007,2.0,9,0.11207396336428975,0.018907616708464425,30
model_3,0.7,0.20000000000000007,2.0,10,0.11726019900425161,0.0142640341346144,30
model_3,0.7,0.20000000000000007,2.0,11,0.12178140154579462,0.010760790620106134,30
model_3,0.7,0.20000000000000007,2.0,12,0.12572067773188764,0.008117784017564486,30
model_3,0.7,0.20000000000000007,2.0,13,0.1291513588372659,0.006123779973290546,30
model_3,0.7,0.20000000000000007,2.0,14,0.13213795793674762,0.004619437233820132,30
model_3,0.7,0.20000000000000007,2.0,15,0.13473710481972198,0.0034845404392357076,30
model_3,0.7,0.20000000000000007,2.0,16,0.13699842487693822,0.002628385298661458,30
model_3,0.7,0.20000000000000007,2.0,17,0.13896534696507282,0.001982531728836417,30
model_3,0.7,0.20000000000000007,2.0,18,0.14067583558752741,0.0014953388039920072,30
model_3,0.7,0.20000000000000007,2.0,19,0.1421630483102039,0.0011278420063505618,30
model_3,0.7,0.20000000000000007,2.0,20,0.14345592222394069,0.0008506424494953003,30
model_3,0.7,0.4,0.6,0,0.016666666666666666,0.24138888888888888,30
model_3,0.7,0.4,0.6,1,0.09497944834077189,0.21459346386158706,30
model_3,0.7,0.4,0.6,2,0.17814943237358113,0.18976666054805563,30
model_3,0.7,0.4,0.6,3,0.2623881296470288,0.1652820585693106,30
model_3,0.7,0.4,0.6,4,0.3439224345062868,0.1414157894257324,30
model_3,0.7,0.4,0.6,5,0.4204086406932152,0.11874467269907277,30
model_3,0.7,0.4,0.6,6,0.49063870946481164,0.09776716067843623,30
model_3,0.7,0.4,0.6,7,0.5541016546535986,0.07885795632035673,30
model_3,0.7,0.4,0.6,8,0.610711345095881,0.062272067283094985,30
model_3,0.7,0.4,0.6,9,0.6606462993422773,0.0481440067791324,30
model_3,0.7,0.4,0.6,10,0.704253060685579,0.03647530412674426,30
model_3,0.7,0.4,0.6,11,0.7419874988857436,0.027130022208294524,30
model_3,0.7,0.4,0.6,12,0.7743748411233503,0.01985757783730345,30
model_3,0.7,0.4,0.6,13,0.8019762009246134,0.014339438055022968,30
model_3,0.7,0.4,0.6,14,0.8253583766437499,0.010240368367980849,30
model_3,0.7,0.4,0.6,15,0.8450687951985735,0.00724763224747612,30
model_3,0.7,0.4,0.6,16,0.861617636231751,0.005092638444893211,30
model_3,0.7,0.4,0.6,17,0.875467344135113,0.0035577938442109412,30
model_3,0.7,0.4,0.6,18,0.8870282810398376,0.002474060611755359,30
model_3,0.7,0.4,0.6,19,0.896658764306266,0.001714072650152227,30
model_3,0.7,0.4,0.6,20,0.9046678598931207,0.001184003406146936,30
model_3,0.7,0.4,0.95,0,0.016666666666666666,0.24138888888888888,30
model_3,0.7,0.4,0.95,1,0.07931977464235489,0.2011927163538455,30
model_3,0.7,0.4,0.95,2,0.14121731540681925,0.1677608720027969,30
model_3,0.7,0.4,0.95,3,0.2008513183039436,0.1393980140449306,30
model_3,0.7,0.4,0.95,4,0.25715105725757986,0.11521129169875147,30
model_3,0.7,0.4,0.95,5,0.309542326252898,0.09462040079428591,30
model_3,0.7,0.4,0.95,6,0.35779745061862145,0.07717863188016014,30
model_3,0.7,0.4,0.95,7,0.4018972612083763,0.06250631928109965,30
model_3,0.7,0.4,0.95,8,0.4419440412031992,0.05026304434222958,30
model_3,0.7,0.4,0.95,9,0.47811183660809975,0.04013550586344532,30
model_3,0.7,0.4,0.95,10,0.5106178522688596,0.03183311370135097,30
model_3,0.7,0.4,0.95,11,0.5397047690920956,0.025087582717949305,30
model_3,0.7,0.4,0.95,12,0.5656287109094632,0.019654246729817883,30
model_3,0.7,0.4,0.95,13,0.5886503760225754,0.015313615202178337,30
model_3,0.7,0.4,0.95,14,0.6090282315351545,0.011872317301448167,30
model_3,0.7,0.4,0.95,15,0.6270132858585815,0.0091630702770198,30
model_3,0.7,0.4,0.95,16,0.6428451946815544,0.0070436566495029615,30
model_3,0.7,0.4,0.95,17,0.6567495279685991,0.0053950976050558125,30
model_3,0.7,0.4,0.95,18,0.6689360355444002,0.004119293036026619,30
model_3,0.7,0.4,0.95,19,0.6795977448226688,0.0031363991631154697,30
model_3,0.7,0.4,0.95,20,0.6889107248509306,0.0023821694860584014,30
model_3,0.7,0.4,1.2999999999999998,0,0.016666666666666666,0.24138888888888888,30
model_3,0.7,0.4,1.2999999999999998,1,0.06713626645092692,0.1919292785356743,30
model_3,0.7,0.4,1.2999999999999998,2,0.11457553057348391,0.15281058051558993,30
model_3,0.7,0.4,1.2999999999999998,3,0.15852972400537746,0.12161394571083908,30
model_3,0.7,0.4,1.2999999999999998,4,0.1988035737505733,0.09665444219775327,30
model_3,0.7,0.4,1.2999999999999998,5,0.2354105843081188,0.07667480076300444,30
model_3,0.7,0.4,1.2999999999999998,6,0.2684940976425033,0.060696926946265245,30
model_3,0.7,0.4,1.2999999999999998,7,0.2982665629093337,0.047942253277863264,30
model_3,0.7,0.4,1.2999999999999998,8,0.3249713173810785,0.03778356427328385,30
model_3,0.7,0.4,1.2999999999999998,9,0.3488605004803576,0.029712694370596225,30
model_3,0.7,0.4,1.2999999999999998,10,0.3701828019502187,0.02331714806891454,30
model_3,0.7,0.4,1.2999999999999998,11,0.38917683421496047,0.01826224296982656,30
model_3,0.7,0.4,1.2999999999999998,12,0.406067660887772,0.014276960494110062,30
model_3,0.7,0.4,1.2999999999999998,13,0.42106511264301477,0.011142463236118633,30
model_3,0.7,0.4,1.2999999999999998,14,0.4343631446645611,0.00868264391969365,30
model_3,0.7,0.4,1.2999999999999998,15,0.4461398249820422,0.006756293036221683,30
model_3,0.7,0.4,1.2999999999999998,16,0.45655771898008785,0.00525059677516876,30
model_3,0.7,0.4,1.2999999999999998,17,0.46576452768824866,0.004075748432812335,30
model_3,0.7,0.4,1.2999999999999998,18,0.47389388716077774,0.003160499538625582,30
model_3,0.7,0.4,1.2999999999999998,19,0.4810662646040934,0.0024485050111462832,30
model_3,0.7,0.4,1.2999999999999998,20,0.4873899045397924,0.0018953370782434842,30
model_3,0.7,0.4,1.65,0,0.016666666666666666,0.24138888888888888,30
model_3,0.7,0.4,1.65,1,0.05816677122230523,0.1853649661784418,30
model_3,0.7,0.4,1.65,2,0.09590439237157117,0.14251897862321788,30
model_3,0.7,0.4,1.65,3,0.1299075845746741,0.10960806578715235,30
model_3,0.7,0.4,1.65,4,0.16033022621562706,0.08427687487551115,30
model_3,0.7,0.4,1.65,5,0.18740880479109026,0.06476579738802803,30
model_3,0.7,0.4,1.65,6,0.21142036987225327,0.049738189146378446,30
model_3,0.7,0.4,1.65,7,0.23265322749885856,0.03816915924026296,30
model_3,0.7,0.4,1.65,8,0.25138938054127863,0.02926892615003375,30
model_3,0.7,0.4,1.65,9,0.26789509358422786,0.022427409436026308,30
model_3,0.7,0.4,1.65,10,0.28241646195860015,0.017172921972196654,30
model_3,0.7,0.4,1.65,11,0.2951778786874178,0.01314078570687492,30
model_3,0.7,0.4,1.65,12,0.30638210974352453,0.010049216372705776,30
model_3,0.7,0.4,1.65,13,0.316211224005381,0.0076806741228813155,30
model_3,0.7,0.4,1.65,14,0.32482794749870836,0.005867393022840688,30
model_3,0.7,0.4,1.65,15,0.3323771986832386,0.004480137702912029,30
model_3,0.7,0.4,1.65,16,0.33898766803209324,0.0034194664709574457,30
model_3,0.7,0.4,1.65,17,0.34477336554381677,0.0026089466212311308,30
model_3,0.7,0.4,1.65,18,0.34983509433944177,0.0019898916512389826,30
model_3,0.7,0.4,1.65,19,0.35426182853005805,0.0015172846056646662,30
model_3,0.7,0.4,1.65,20,0.3581319854044742,0.001156624903952593,30
model_3,0.7,0.4,2.0,0,0.016666666666666666,0.24138888888888888,30
model_3,0.7,0.4,2.0,1,0.05151938899444444,0.1805971675153495,30
model_3,0.7,0.4,2.0,2,0.0824979117684463,0.1352448813773276,30
model_3,0.7,0.4,2.0,3,0.10985855993579,0.10132145189587671,30
model_3,0.7,0.4,2.0,4,0.1339052843979706,0.0759120693637968,30
model_3,0.7,0.4,2.0,5,0.1549620554208615,0.056868135594858545,30
model_3,0.7,0.4,2.0,6,0.17335067484001407,0.042592437856870884,30
model_3,0.7,0.4,2.0,7,0.18937680010065128,0.03189187379959582,30
model_3,0.7,0.4,2.0,8,0.20332258421231744,0.023872814325941356,30
model_3,0.7,0.4,2.0,9,0.21544370798115572,0.017865011160535262,30
model_3,0.7,0.4,2.0,10,0.22596904293481576,0.013365457655018963,30
model_3,0.7,0.4,2.0,11,0.23510176725367538,0.00999660876362244,30
model_3,0.7,0.4,2.0,12,0.24302120839203425,0.007475128573003602,30
model_3,0.7,0.4,2.0,13,0.24988498571230372,0.005588445773115079,30
model_3,0.7,0.4,2.0,14,0.2558312119101223,0.0041771404667610675,30
model_3,0.7,0.4,2.0,15,0.26098062255592097,0.0031217037577880246,30
model_3,0.7,0.4,2.0,16,0.26543856751158595,0.0023325836144154856,30
model_3,0.7,0.4,2.0,17,0.2692968349458984,0.0017427030457062443,30
model_3,0.7,0.4,2.0,18,0.2726352995546278,0.0013018388282106956,30
model_3,0.7,0.4,2.0,19,0.27552339813093046,0.000972400221977638,30
model_3,0.7,0.4,2.0,20,0.278021441757381,0.0007262607136868392,30
model_3,0.95,-0.4,0.6,0,0.016666666666666666,0.24138888888888888,30
model_3,0.95,-0.4,0.6,1,-0.05023391232340797,0.22824222453725243,30
model_3,0.95,-0.4,0.6,2,-0.12439104938902652,0.2186600365824977,30
model_3,0.95,-0.4,0.6,3,-0.20452654260619565,0.20772072724013577,30
model_3,0.95,-0.4,0.6,4,-0.28585851124161293,0.1946100067683874,30
model_3,0.95,-0.4,0.6,5,-0.3647529380640552,0.17979135186819142,30
model_3,0.95,-0.4,0.6,6,-0.4390674467307224,0.16412104998211802,30
model_3,0.95,-0.4,0.6,7,-0.507481061464492,0.14852711746053057,30
model_3,0.95,-0.4,0.6,8,-0.5692418782852232,0.13364094413763497,30
model_3,0.95,-0.4,0.6,9,-0.6241383308135194,0.11961309689585711,30
model_3,0.95,-0.4,0.6,10,-0.6724388638656897,0.10621555759203434,30
model_3,0.95,-0.4,0.6,11,-0.7147454434940518,0.09308943162525041,30
model_3,0.95,-0.4,0.6,12,-0.751814781968102,0.07998273621746609,30
model_3,0.95,-0.4,0.6,13,-0.784396786996389,0.06690962004299235,30
model_3,0.95,-0.4,0.6,14,-0.8131144265082344,0.05419889862763052,30
model_3,0.95,-0.4,0.6,15,-0.8384061836226541,0.042400195783872274,30
model_3,0.95,-0.4,0.6,16,-0.8605481030836953,0.032067650484542576,30
model_3,0.95,-0.4,0.6,17,-0.8797359376613334,0.023542823370811483,30
model_3,0.95,-0.4,0.6,18,-0.8961684342828307,0.01687159261011212,30
model_3,0.95,-0.4,0.6,19,-0.9100858876239306,0.011867530177811017,30
model_3,0.95,-0.4,0.6,20,-0.9217651279215114,0.00823186119114875,30
model_3,0.95,-0.4,0.95,0,0.016666666666666666,0.24138888888888888,30
model_3,0.95,-0.4,0.95,1,-0.04035282993205322,0.21401084051775895,30
model_3,0.95,-0.4,0.95,2,-0.10018058401356297,0.19125522353597982,30
model_3,0.95,-0.4,0.95,3,-0.16114950328078095,0.1707905381324526,30
model_3,0.95,-0.4,0.95,4,-0.2214220023935098,0.15178518654479753,30
model_3,0.95,-0.4,0.95,5,-0.2797374410264494,0.13396167887216945,30
model_3,0.95,-0.4,0.95,6,-0.3353469540199941,0.11724756876530128,30
model_3,0.95,-0.4,0.95,7,-0.3878135855315959,0.10165863512195703,30
model_3,0.95,-0.4,0.95,8,-0.4368831862655995,0.08724775882348855,30
model_3,0.95,-0.4,0.95,9,-0.4824194743000437,0.07407462746014128,30
model_3,0.95,-0.4,0.95,10,-0.5243723940632591,0.06218649018975778,30
model_3,0.95,-0.4,0.95,11,-0.5627605923971359,0.05160698383373334,30
model_3,0.95,-0.4,0.95,12,-0.5976591226411241,0.04233074958124334,30
model_3,0.95,-0.4,0.95,13,-0.6291890437064559,0.03432195953633126,30
model_3,0.95,-0.4,0.95,14,-0.6575079758827428,0.027515718319392934,30
model_3,0.95,-0.4,0.95,15,-0.6828014163471545,0.021821975625176893,30
model_3,0.95,-0.4,0.95,16,-0.7052747234058196,0.017131626958573412,30
model_3,0.95,-0.4,0.95,17,-0.725145697302523,0.013324059684406695,30
model_3,0.95,-0.4,0.95,18,-0.7426377763344223,0.010275011709592784,30
model_3,0.95,-0.4,0.95,19,-0.757973977485318,0.007863590084803994,30
model_3,0.95,-0.4,0.95,20,-0.7713717581770781,0.005977644023837176,30
model_3,0.95,-0.4,1.2999999999999998,0,0.016666666666666666,0.24138888888888888,30
model_3,0.95,-0.4,1.2999999999999998,1,-0.03233241977509706,0.2033155896360863,30
model_3,0.95,-0.4,1.2999999999999998,2,-0.08088701705381131,0.17216997662723751,30
model_3,0.95,-0.4,1.2999999999999998,3,-0.12807515425941213,0.14596310688066014,30
model_3,0.95,-0.4,1.2999999999999998,4,-0.1731703348410978,0.12360746989335694,30
model_3,0.95,-0.4,1.2999999999999998,5,-0.21575724019163336,0.10442461905466402,30
model_3,0.95,-0.4,1.2999999999999998,6,-0.2556512192218775,0.08793653648990385,30
model_3,0.95,-0.4,1.2999999999999998,7,-0.29280548773394455,0.07377591242168417,30
model_3,0.95,-0.4,1.2999999999999998,8,-0.32725011835803164,0.061643513257758534,30
model_3,0.95,-0.4,1.2999999999999998,9,-0.3590581271980363,0.05128554053607982,30
model_3,0.95,-0.4,1.2999999999999998,10,-0.38832765286021703,0.04248065852040164,30
model_3,0.95,-0.4,1.2999999999999998,11,-0.4151724859618531,0.035032314480245165,30
model_3,0.95,-0.4,1.2999999999999998,12,-0.4397166305993031,0.02876418397430068,30
model_3,0.95,-0.4,1.2999999999999998,13,-0.4620907311073407,0.023517496712278138,30
model_3,0.95,-0.4,1.2999999999999998,14,-0.48242935925498304,0.019149455582242354,30
model_3,0.95,-0.4,1.2999999999999998,15,-0.5008687376488782,0.015532231686619874,30
model_3,0.95,-0.4,1.2999999999999998,16,-0.5175447471102164,0.01255220125207392,30
model_3,0.95,-0.4,1.2999999999999998,17,-0.5325911819468677,0.010109222916474963,30
model_3,0.95,-0.4,1.2999999999999998,18,-0.5461382576085655,0.008115850551705713,30
model_3,0.95,-0.4,1.2999999999999998,19,-0.5583113812333278,0.006496444279008629,30
model_3,0.95,-0.4,1.2999999999999998,20,-0.5692301877703169,0.005186185586255747,30
model_3,0.95,-0.4,1.65,0,0.016666666666666666,0.24138888888888888,30
model_3,0.95,-0.4,1.65,1,-0.025799075972222304,0.19533612442504028,30
model_3,0.95,-0.4,1.65,2,-0.06614938183517215,0.15866360989949183,30
model_3,0.95,-0.4,1.65,3,-0.10399968395404016,0.12906228007145149,30
model_3,0.95,-0.4,1.65,4,-0.1391336120207786,0.10499826034130398,30
model_3,0.95,-0.4,1.65,5,-0.17150148883699,0.08536866197602143,30
model_3,0.95,-0.4,1.65,6,-0.2011651283922887,0.06933518307131413,30
model_3,0.95,-0.4,1.65,7,-0.22824856277155384,0.056238089117476166,30
model_3,0.95,-0.4,1.65,8,-0.2529059353097927,0.04554714134118722,30
model_3,0.95,-0.4,1.65,9,-0.2753030059256204,0.03683074714200961,30
model_3,0.95,-0.4,1.65,10,-0.2956071049197324,0.029734958968437964,30
model_3,0.95,-0.4,1.65,11,-0.3139818314249183,0.023968288527430732,30
model_3,0.95,-0.4,1.65,12,-0.3305842950998648,0.019290220540481132,30
model_3,0.95,-0.4,1.65,13,-0.3455637001167378,0.015502226543657793,30
model_3,0.95,-0.4,1.65,14,-0.3590606467167733,0.012440555237319734,30
model_3,0.95,-0.4,1.65,15,-0.3712068337636801,0.009970341401071687,30
model_3,0.95,-0.4,1.65,16,-0.38212500267465477,0.007980731290554542,30
model_3,0.95,-0.4,1.65,17,-0.3919290400229245,0.006380817096567821,30
model_3,0.95,-0.4,1.65,18,-0.40072419258922937,0.005096231846351773,30
model_3,0.95,-0.4,1.65,19,-0.4086073655792586,0.004066293394824761,30
model_3,0.95,-0.4,1.65,20,-0.41566748268247833,0.003241610390945549,30
model_3,0.95,-0.4,2.0,0,0.016666666666666666,0.24138888888888888,30
model_3,0.95,-0.4,2.0,1,-0.02060223884691616,0.189337676891152,30
model_3,0.95,-0.4,2.0,2,-0.05496431176981234,0.14890717289589767,30
model_3,0.95,-0.4,2.0,3,-0.08636519482737023,0.11725961603755906,30
model_3,0.95,-0.4,2.0,4,-0.11485516991916749,0.09238107702787351,30
model_3,0.95,-0.4,2.0,5,-0.14056880104099398,0.07278005133052674,30
model_3,0.95,-0.4,2.0,6,-0.16368976661060677,0.05732104981965304,30
model_3,0.95,-0.4,2.0,7,-0.18442304627412562,0.04512494170029955,30
model_3,0.95,-0.4,2.0,8,-0.20297731201058217,0.03550420045445027,30
model_3,0.95,-0.4,2.0,9,-0.2195550154893464,0.027917951247699198,30
model_3,0.95,-0.4,2.0,10,-0.2343473250079039,0.02193924466815614,30
model_3,0.95,-0.4,2.0,11,-0.24753187364151666,0.0172304520639838,30
model_3,0.95,-0.4,2.0,12,-0.25927206175455303,0.013524369518490627,30
model_3,0.95,-0.4,2.0,13,-0.26971719115536164,0.010609502850720027,30
model_3,0.95,-0.4,2.0,14,-0.27900303009004823,0.008318505094986876,30
model_3,0.95,-0.4,2.0,15,-0.28725259057581504,0.006519039490313942,30
model_3,0.95,-0.4,2.0,16,-0.2945769993393784,0.005106534710432462,30
model_3,0.95,-0.4,2.0,17,-0.3010763972824078,0.003998430092592421,30
model_3,0.95,-0.4,2.0,18,-0.3068408311676673,0.003129601177740546,30
model_3,0.95,-0.4,2.0,19,-0.3119511168448319,0.002448723617499105,30
model_3,0.95,-0.4,2.0,20,-0.3164796620865372,0.0019153845149526018,30
model_3,0.95,-0.2,0.6,0,0.016666666666666666,0.24138888888888888,30
model_3,0.95,-0.2,0.6,1,-0.01860763499838072,0.23241944783184154,30
model_3,0.95,-0.2,0.6,2,-0.0574362362269201,0.23240053390188492,30
model_3,0.95,-0.2,0.6,3,-0.10061539247061245,0.2359002387449785,30
model_3,0.95,-0.2,0.6,4,-0.1464657444607733,0.2406490568233778,30
model_3,0.95,-0.2,0.6,5,-0.1930692036827148,0.24576294932538906,30
model_3,0.95,-0.2,0.6,6,-0.23911892709763052,0.25073483574275596,30
model_3,0.95,-0.2,0.6,7,-0.28373531743902436,0.2551136462416596,30
model_3,0.95,-0.2,0.6,8,-0.32633960546738133,0.25843167207458295,30
model_3,0.95,-0.2,0.6,9,-0.3666208797857663,0.2602264871774514,30
model_3,0.95,-0.2,0.6,10,-0.40451062987290143,0.2600963081130569,30
model_3,0.95,-0.2,0.6,11,-0.4401365671628158,0.2577557971123174,30
model_3,0.95,-0.2,0.6,12,-0.47375910335846466,0.25307878763304437,30
model_3,0.95,-0.2,0.6,13,-0.505700466103892,0.24612680030524905,30
model_3,0.95,-0.2,0.6,14,-0.5362737758876963,0.2371644785603332,30
model_3,0.95,-0.2,0.6,15,-0.5657176442707201,0.226657101893147,30
model_3,0.95,-0.2,0.6,16,-0.5941445072045803,0.21523775196495085,30
model_3,0.95,-0.2,0.6,17,-0.6215155052691111,0.20363228490148005,30
model_3,0.95,-0.2,0.6,18,-0.6476541883234271,0.19254652860901175,30
model_3,0.95,-0.2,0.6,19,-0.6722996660569661,0.18254637258631998,30
model_3,0.95,-0.2,0.6,20,-0.6951813123726281,0.17397552994245732,30
model_3,0.95,-0.2,0.95,0,0.016666666666666666,0.24138888888888888,30
model_3,0.95,-0.2,0.95,1,-0.012677364629091466,0.21766210301370806,30
model_3,0.95,-0.2,0.95,2,-0.04365585930019256,0.19984297537242102,30
model_3,0.95,-0.2,0.95,3,-0.07576437856716066,0.1851288146024217,30
model_3,0.95,-0.2,0.95,4,-0.1082409940115515,0.172226110429012,30
model_3,0.95,-0.2,0.95,5,-0.14053580922504744,0.1605152677468209,30
model_3,0.95,-0.2,0.95,6,-0.17233465355525246,0.14966737900677807,30
model_3,0.95,-0.2,0.95,7,-0.20346485937644063,0.13948747673072748,30
model_3,0.95,-0.2,0.95,8,-0.23382450915067945,0.1298499228888476,30
model_3,0.95,-0.2,0.95,9,-0.2633453686412074,0.12067005973626466,30
model_3,0.95,-0.2,0.95,10,-0.2919758925318316,0.11189059010438443,30
model_3,0.95,-0.2,0.95,11,-0.3196740100974831,0.10347419793237707,30
model_3,0.95,-0.2,0.95,12,-0.34640425893065524,0.09539888724694066,30
model_3,0.95,-0.2,0.95,13,-0.3721367280983497,0.08765450908593769,30
model_3,0.95,-0.2,0.95,14,-0.39684670921099585,0.08023981169822073,30
model_3,0.95,-0.2,0.95,15,-0.42051461174227245,0.07315976265112926,30
model_3,0.95,-0.2,0.95,16,-0.4431259775534063,0.06642309912530174,30
model_3,0.95,-0.2,0.95,17,-0.46467153267655614,0.06004015826089003,30
model_3,0.95,-0.2,0.95,18,-0.485147242396887,0.054021064093851545,30
model_3,0.95,-0.2,0.95,19,-0.5045543378943883,0.048374327064816015,30
model_3,0.95,-0.2,0.95,20,-0.5228992824283731,0.043105868282823485,30
model_3,0.95,-0.2,1.2999999999999998,0,0.016666666666666666,0.24138888888888888,30
model_3,0.95,-0.2,1.2999999999999998,1,-0.008712440422886396,0.2056093465278515,30
model_3,0.95,-0.2,1.2999999999999998,2,-0.0339573568810389,0.17688796468038767,30
model_3,0.95,-0.2,1.2999999999999998,3,-0.05869709400677329,0.15303502482509895,30
model_3,0.95,-0.2,1.2999999999999998,4,-0.0826082278483786,0.13282044071455243,30
model_3,0.95,-0.2,1.2999999999999998,5,-0.10550294892511758,0.1154838542883407,30
model_3,0.95,-0.2,1.2999999999999998,6,-0.12730100945404504,0.10050691794034833,30
model_3,0.95,-0.2,1.2999999999999998,7,-0.14798556356621628,0.08750805895276938,30
model_3,0.95,-0.2,1.2999999999999998,8,-0.1675722175017803,0.07619121009826911,30
model_3,0.95,-0.2,1.2999999999999998,9,-0.1860916211595313,0.06631856615664236,30
model_3,0.95,-0.2,1.2999999999999998,10,-0.20358066600438923,0.057694622097173784,30
model_3,0.95,-0.2,1.2999999999999998,11,-0.22007835706472714,0.05015595490811183,30
model_3,0.95,-0.2,1.2999999999999998,12,-0.23562402322257228,0.04356421667990222,30
model_3,0.95,-0.2,1.2999999999999998,13,-0.2502566258199454,0.037801091928561036,30
model_3,0.95,-0.2,1.2999999999999998,14,-0.2640145468337491,0.0327645482599657,30
model_3,0.95,-0.2,1.2999999999999998,15,-0.2769355621556245,0.02836598538576852,30
model_3,0.95,-0.2,1.2999999999999998,16,-0.289056867011551,0.02452803080664979,30
model_3,0.95,-0.2,1.2999999999999998,17,-0.30041509827727,0.0211828116842248,30
model_3,0.95,-0.2,1.2999999999999998,18,-0.31104633463020365,0.018270582379397545,30
model_3,0.95,-0.2,1.2999999999999998,19,-0.320986071594795,0.015738620061153577,30
model_3,0.95,-0.2,1.2999999999999998,20,-0.3302691751606977,0.013540323663664772,30
model_3,0.95,-0.2,1.65,0,0.016666666666666666,0.24138888888888888,30
model_3,0.95,-0.2,1.65,1,-0.005533887732246875,0.19674258230166947,30
model_3,0.95,-0.2,1.65,2,-0.02666111676794757,0.1613211259011736,30
model_3,0.95,-0.2,1.65,3,-0.046559309926442895,0.132756369834326,30
model_3,0.95,-0.2,1.65,4,-0.06513593552129465,0.1094916079714421,30
model_3,0.95,-0.2,1.65,5,-0.08237254377482234,0.09042811167886881,30
model_3,0.95,-0.2,1.65,6,-0.0983019637067725,0.07474741054048879,30
model_3,0.95,-0.2,1.65,7,-0.1129852915486839,0.0618172612161886,30
model_3,0.95,-0.2,1.65,8,-0.1264964402517973,0.05113774685403659,30
model_3,0.95,-0.2,1.65,9,-0.13891328898315028,0.04230759887368943,30
model_3,0.95,-0.2,1.65,10,-0.15031306735333125,0.035001508520138,30
model_3,0.95,-0.2,1.65,11,-0.16077013668716394,0.028953935760695,30
model_3,0.95,-0.2,1.65,12,-0.170355034372243,0.023947070797249146,30
model_3,0.95,-0.2,1.65,13,-0.17913414927949886,0.019801622756179516,30
model_3,0.95,-0.2,1.65,14,-0.18716969688978968,0.01636962654480007,30
model_3,0.95,-0.2,1.65,15,-0.19451982836887635,0.01352874095566963,30
model_3,0.95,-0.2,1.65,16,-0.20123879435664885,0.011177677067302275,30
model_3,0.95,-0.2,1.65,17,-0.20737712755478768,0.009232500147033635,30
model_3,0.95,-0.2,1.65,18,-0.21298182896506418,0.007623617063288288,30
model_3,0.95,-0.2,1.65,19,-0.2180965520616669,0.0062933084581812656,30
model_3,0.95,-0.2,1.65,20,-0.22276178312824166,0.005193698338946948,30
